tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,18.35,0.0372,Alta,Polaridad positiva,Alta,15.09,0.13517,0.073809,0.300739,3
1,Seguridad y Criminalidad,17.73,-0.0272,Alta,Polaridad negativa,Alta,36.45,0.246847,0.034979,0.302083,4
2,Medio Ambiente y Servicios de Agua,6.11,-0.0489,Alta,Polaridad negativa,Baja,8.74,0.078933,0.007986,0.096368,3
3,Obra Pública e Inversión,9.67,0.038,Alta,Polaridad positiva,Alta,11.41,0.308962,0.090543,0.381587,1
4,Educación y Cultura,10.09,-0.0061,Alta,Polaridad negativa,Alta,16.16,0.218905,0.04629,0.421602,2
6,Gobernanza y Administración Pública,18.19,-0.0288,Alta,Polaridad negativa,Alta,12.15,0.329019,0.034945,0.568513,1
