doc_id,documento,tema_id,tema,palabras_clave
0,mundial social de las cuatro casas del al de junio vive el mundialsocial en el foro cuauhtemoc este de junio apoya a mexico y disfruta de out of control army sekta core resorte natty congo crew ace kool los adheridos crazysaurios y lucha libre lascuatrocasas aquigobiernalaesperanza,-1,No clasificado,
1,la llegada de la universidad nacional rosario castellanos unrc a ciudad naucalpan es resultado de la conviccion profunda de que la educacion es el camino mas solido para transformar realidades naucalpan educacion juventud unrc,2,Vialidades,camino
2,la paz se construye todos los dias no solo con mas seguridad sino tambien con mas oportunidades mejores espacios publicos y mayor bienestar para nuestras familias hoy llevamos a cabo la mesadepaz y la estrategia de atencion a las causas en el deportivoboulevares donde reafirmamos que seguiremos trabajando para transformar ciudad naucalpan con obras e iniciativas que beneficien a las generaciones presentes y futuras aquigobiernalaesperanza,1,Seguridad,seguridad
3,seguimos acercando oportunidades para que ninguna nina o nino de ciudad naucalpan se quede atras por segundo dia consecutivo de la entrega de las becasritacetina en el forofelipe villanueva en el parquenaucalli acompane a elizabeth rocha encargada de las becas para el bienestar del gobierno de mexico y a adrian bernal coordinador regional de la secretaria de bienestar en naucalpan en esta ocasion fueron entregadas mas de tarjetas a estudiantes de educacion basica de planteles educativos de comunidades como los laureles poetas mexiquenses la canada lazaro cardenas san antonio zomeyucan ampliacion san esteban la olimpica olimpiada minas palacio e izcalli chamapa entre otras estoy convencido de que la mejor inversion que puede hacer una sociedad es la educacion por eso celebro programas como este impulsado por nuestra presidenta claudia sheinbaum pardo que ayudan a las familias con la adquisicion de uniformes y utiles escolares al tiempo que fortalecen la permanencia de nuestras ninas y ninos en las aulas aquigobiernalaesperanza naucalpan ritacetina,3,Obras y proyectos,ampliacion
4,seguimos acercando oportunidades para que ninguna nina o nino de ciudad naucalpan se quede atras por segundo dia consecutivo de la entrega de las becasritacetina en el forofelipe villanueva en el parquenaucalli acompane a elizabeth rocha encargada de las becas para el bienestar del gobierno de mexico y a adrian bernal coordinador regional de la secretaria de bienestar en naucalpan,-1,No clasificado,
5,con orgullo pasion y esperanza hoy gritamos juntos vamos mexico naucalpan,-1,No clasificado,
6,la transformacion de ciudad naucalpan se fortalece con la participacion responsable de las y los contribuyentes que cumplen oportunamente con el pago de su impuesto predial como reconocimiento a su compromiso con el desarrollo del municipio rifamos un automovil electrico y les otorgamos pantallas material deportivo en agradecimiento a su confianza y contribucion a traves de la tesoreriamunicipal,0,Servicios,electrico
7,el mundialsociallascuatrocasas lleno de emocion alegria y pasion mundialista el corazon de naucalpan entre porras banderas y momentos inolvidables familias enteras se reunieron para la experiencia de la maxima fiesta del futbol en un ambiente gratuito seguro y familiar naucalpan vibro con cada partido celebro a las grandes figuras del futbol internacional y convirtio la plazarevolucion en un punto de encuentro para las familias naucalpenses,-1,No clasificado,
8,en este dia del orgullo autista celebramos la identidad la diversidad y el derecho de cada persona a ser quien es promoviendo una sociedad mas inclusiva y respetuosa para todas y todos naucalpan,-1,No clasificado,
9,asisti a una entrega mas de las becasritacetina en el forofelipevillanueva un programa impulsado por nuestra presidenta de mexico la doctora claudia sheinbaum que representa una inversion historica en la educacion y el bienestar de nuestras ninas ninos y jovenes aquigobiernalaesperanza difnaucalpan,4,Morena (+ / neutro),sheinbaum
10,esta noche el mundialsociallascuatrocasas se llena de emocion con el encuentro entre colombia y uzbekistan las y los colombianos que hoy hacen vida en ciudad naucalpan encontraron un espacio para su pasion por el futbol y vivir juntos la emocion de ver a su,-1,No clasificado,
11,te esperamos en plaza revolucion disfruta la transmision del encuentro entre uzbekistan y colombia correspondiente al grupo k en el mundialsociallascuatrocasas naucalpan,-1,No clasificado,
12,hoy dimos un paso historico junto a mi amiga y companera la alcaldesa de azcapotzalco nancy nunez al firmar un convenio de colaboracion y coordinacion entre nuestros gobiernos para impulsar acciones conjuntas en materia de seguridad servicios publicos obra publica,1,Seguridad,seguridad
13,al grito de naucalpan naucalpan y mexico mexico el mundialsociallas casas se vivio con gran emocion en la plazarevolucion de naucalpan centro gracias a la coordinacion entre el gobierno municipal de naucalpan y tudn se tuvieron enlaces en vivo a nivel nacional en donde mas de mil entusiastas familias naucalpenses formaron parte de esta fiebre mundialista naucalpan,-1,No clasificado,
14,sabias que en ciudad naucalpan actualmente hay mas de obras realizadas por el municipio aquigobiernalaesperanza obrapublica,3,Obras y proyectos,obras
15,te esperamos en plaza revolucion disfruta la transmision del encuentro entre ghana y panama correspondiente al grupo l en el mundialsociallascuatrocasas naucalpan,-1,No clasificado,
16,el mundialsociallascuatrocasas en ciudad naucalpan se vive con pasion y gran ambiente desde la plazarevolucion donde cientos de naucalpenses se dan cita para disfrutar de la transmision del partido de inglaterra vs croacia aquigobiernalaesperanza,-1,No clasificado,
17,sonrisas emocion porras y familias reunidas asi se vivio el primer partido del mundialsociallascuatrocasas en ciudad naucalpan te esperamos en plaza revolucion aquigobiernalaesperanza,-1,No clasificado,
18,asi se vive el mundialsociallascuatrocasas en naucalpan con emocion sonrisas y cientos de personas disfrutando de esta gran fiesta deportiva internacional aquigobiernalaesperanza,-1,No clasificado,
19,te esperamos en plaza revolucion disfruta la transmision del encuentro entre inglaterra y croacia correspondiente al grupo l del mundialsociallascuatrocasas naucalpan,-1,No clasificado,
20,este de junio la emocion del mundialsociallascuatrocasas llega a plazarevolucion te invitamos a disfrutar junto a tu familia y amistades la transmision gratuita de los encuentros programados durante el dia y vivir juntos esta gran fiesta deportiva internacional evento gratuito aquigobiernalaesperanza naucalpan,-1,No clasificado,
21,asisti a una nueva entrega de las becasritacetina donde se distribuyeron mas de mil tarjetas destinadas a estudiantes de educacion basica con esta jornada avanzamos en la entrega de mas de mil apoyos de un total de mil que beneficiaran a familias naucalpenses,-1,No clasificado,
22,mananera del pueblo transformacion,4,Morena (+ / neutro),transformacion
23,con mucho gusto felicito a katia itzel por su debut en el encuentro entre paises bajos vs japon resultado de su esfuerzo dedicacion y talento su trayectoria la ha llevado a representar a nuestro pais en el maximo escenario del futbol y a poner en alto el nombre de mexico estamos muy orgullosos de ti orgullomexicano,-1,No clasificado,
24,este lunes asisti a la mesa de paz en valledechalco encabezada por nuestra gobernadora la maestra delfina gomez alvarez junto a autoridades de los tres ordenes de gobierno y presidentas y presidentes municipales que integramos el mando unificado oriente dimos seguimiento a las estrategias de coordinacion que fortalecen la seguridad en la region y que han permitido avances importantes en la disminucion de delitos en naucalpan seguiremos trabajando de manera coordinada para construir la paz atender las causas y garantizar mayor tranquilidad para las familias aquigobiernalaesperanza,1,Seguridad,seguridad
25,mundial social de las cuatro casas mundialsocial lascuatrocasas naucalpan aquigobiernalaesperanza huellasdelmundial mexico,-1,No clasificado,
26,buscas donde realizar tu servicio social o practicas profesionales consulta en las imagenes los requisitos horarios y datos de contacto da el siguiente paso en tu formacion y pon tu talento al servicio de tu comunidad aquigobiernalaesperanza naucalpan juventudes,-1,No clasificado,
27,si naciste en es momento de tramitar tu cartilla militar consulta la imagen para conocer requisitos horarios y fecha limite de recepcion de documentos realiza tu tramite en tiempo y forma aquigobiernalaesperanza naucalpan,-1,No clasificado,
28,a traves del curso seguridad y salud ocupacional mediante realidad virtual fortalecemos la prevencion el bienestar y las mejores practicas en los centros de trabajo en beneficio de las y los trabajadores de naucalpan consulta mas informacion en la imagen aquigobiernalaesperanza naucalpan desarrolloeconomico capacitacion,1,Seguridad,seguridad
