doc_id,documento,tema_id,tema,palabras_clave
0,a traves del imcufiden y como parte de las huellasdelmundialsocial transformamos las canchas de lascuevitas en sanantoniozomeyucan un espacio que vuelve a ser de las familias de las ninas y ninos de las juventudes,-1,No clasificado,
1,con el compromiso de garantizar el acceso y la continuidad educativa de ninas ninos y jovenes sumamos esfuerzos con el gobierno de mexico el gobierno del edomex para llevar a cabo una nueva jornada de entrega de tarjetas de la becaritacetina naucalpan,-1,No clasificado,
2,ganamos mexico marcadorfinal,-1,No clasificado,
3,gol de mexico la emocion se vive en cada rincon de ciudad naucalpan vamos mexico,-1,No clasificado,
4,marcador de medio tiempo vamos mexico naucalpan,-1,No clasificado,
5,vamos mexico naucalpan,-1,No clasificado,
6,gol de mexico vamos mexico naucalpan,-1,No clasificado,
7,desde ciudad naucalpan vamos mexico,-1,No clasificado,
8,a traves del oapas naucalpan llevamos a cabo la modernizacion del sistema de rebombeo de losremedios una obra estrategica que durante decadas fue postergada y que hoy permitira mejorar el suministro de agua para mas de mil habitantes de esta comunidad,0,Servicios,"agua, oapas, suministro"
9,llevamos a cabo la modernizacion del rebombeo del tanque lomacolorada una obra estrategica que durante mas de tres decadas permanecio sin la atencion que requeria y que hoy permitira fortalecer el suministro de agua para cerca de mil habitantes de ciudad naucalpan,0,Servicios,"agua, suministro"
10,transformamos la calle sierra madre del sur una obra que durante decadas fue esperada por las familias de la colonia benitojuarez aquigobiernalaesperanza naucalpan huellasdelatransformacion,2,Vialidades,calle
11,las tarjetas de la becaritacetina llegaron a la colonia mexico acompane a elizabeth rocha encargada de las becas para el bienestar del gobierno de mexico en una nueva jornada de entrega de este importante apoyo para las y los estudiantes de ciudad naucalpan,-1,No clasificado,
12,entrega de tarjetas de la becaritacetina en esta jornada realizada en san agustin mas de mil estudiantes de educacion basica recibieron este apoyo que fortalece su derecho a la educacion y contribuye a la economia de las familias aquigobiernalaesperanza naucalpan,-1,No clasificado,
13,la lengua de senas mexicana es identidad cultura y comunicacion lsm naucalpan,-1,No clasificado,
14,acompane a elizabeth rocha encargada de las becas para el bienestar del gobierno de mexico y a adrian bernal ubias coordinador regional de la secretaria de bienestar en el estado de mexico a una nueva jornada de la entrega de tarjetas de la becaritacetina eltejocote,-1,No clasificado,
15,ciudad naucalpan forma parte del mundialsocial con mucho orgullo los paisajes y espacios de losremedios fueron escenario de una produccion que refleja la riqueza cultural natural y comunitaria que distingue a nuestro municipio instagram adidas mx,-1,No clasificado,
16,mananera del pueblo aquigobiernalaesperanza naucalpan cuartatransformacion,-1,No clasificado,
17,hoy acompane al secretario de educacion ciencia tecnologia e innovacion del estado de mexico miguel angel hernandez en la entrega de obras de infraestructura educativa en el conalep naucalpan ii elpoderdeservir,3,Obras y proyectos,"infraestructura, obras"
18,como parte de una estrategia coordinada entre los tres ordenes de gobierno asisti a una nueva entrega de la becaritacetina en el parquehundido de echegaray donde entregamos mas de tarjetas,-1,No clasificado,
19,el gobierno de ciudad naucalpan recuerda que tirar basura en la via publica esta prohibido y puede ser sancionado conforme al bando municipal aquigobiernalaesperanza naucalpan porunnaucalpanlimpio,0,Servicios,"basura, tirar"
20,el gobierno de ciudad naucalpan a traves del difnaucalpan y mediante el programa impulsandotusalud realizo la octava entrega de anteojos gratuitos una iniciativa que acerca servicios de salud visual a las comunidades y que a la fecha ha beneficiado a miles de familias,-1,No clasificado,
21,la identidad la cultura y el talento local se vivio en la expocorazonmundialista naucalpan en la basilica de nuestra senora de losremedios inauguramos este espacio que reune a artesanas artesanos emprendedoras y emprendedores locales naucalpan,-1,No clasificado,
22,la identidad la cultura y el talento local se vivio en la expocorazonmundialista naucalpan aquigobiernalaesperanza,-1,No clasificado,
