tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,12.92,0.029,Alta,Polaridad positiva,Alta,14.76,0.146892,0.083288,0.246873,3
1,Seguridad y Criminalidad,16.03,-0.0031,Alta,Polaridad negativa,Alta,33.39,0.249228,0.060422,0.26527,4
2,Medio Ambiente y Servicios de Agua,8.59,-0.0398,Alta,Polaridad negativa,Media,9.98,0.099342,0.02701,0.14615,3
3,Obra Pública e Inversión,10.47,0.0499,Alta,Polaridad positiva,Alta,15.36,0.458541,0.11522,0.462748,1
4,Educación y Cultura,9.24,0.0306,Alta,Polaridad positiva,Alta,13.19,0.196899,0.079299,0.272557,2
6,Gobernanza y Administración Pública,12.02,0.0309,Alta,Polaridad positiva,Alta,13.33,0.398069,0.07046,0.466017,1
