tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,15.78,-0.0014,Alta,Polaridad negativa,Alta,20.57,0.203751,0.04862,0.285948,3
1,Seguridad y Criminalidad,26.1,-0.036,Alta,Polaridad negativa,Alta,37.57,0.279063,0.043653,0.321968,4
2,Medio Ambiente y Servicios de Agua,7.78,-0.0526,Alta,Polaridad negativa,Baja,13.3,0.131671,0.008664,0.149554,3
3,Obra Pública e Inversión,6.76,0.0362,Alta,Polaridad positiva,Alta,10.39,0.30853,0.075352,0.356342,1
4,Educación y Cultura,7.73,-0.0128,Alta,Polaridad negativa,Alta,10.5,0.155898,0.042179,0.381051,2
6,Gobernanza y Administración Pública,14.96,-0.0378,Alta,Polaridad negativa,Alta,7.68,0.228033,0.041631,0.435161,1
