post_url,page_url,page_handle,autor,fecha_post,fecha_post_date,post_texto,num_comentarios_post,reacciones_post
https://www.facebook.com/reel/1713521486486278/,https://www.facebook.com/isaacmontoya24,isaacmontoya24,Isaac Montoya,2026-05-14 17:21:00,2026-05-14,"Acompañado del Magistrado Héctor Macedo García, Presidente del Tribunal Superior de Justicia del Estado de México, llevamos a cabo la Clausura y Entrega de Constancias del Curso-Taller del Sistema Acusatorio Penal, donde 60 servidoras y servidores públicos concluyeron su preparación para fortalecer su labor al servicio de las y los naucalpenses.

Creemos que la capacitación, la ética y la vocación de servicio son fundamentales para construir instituciones más cercanas a la ciudadanía. Por ello, seguiremos impulsando iniciativas que fortalezcan la profesionalización de quienes trabajan todos los días por la justicia, la legalidad y la seguridad en Ciudad Naucalpan.
Reconozco el compromiso de los elementos de la Guardia Municipal, así como de las instituciones participantes, por continuar preparándose para brindar una atención más digna, profesional y cercana a nuestra gente.

 #AquiGobiernaLaEsperanza #Naucalpan #EdoMex #GuardiaMunicipal #PJEdomex",45,793
https://www.facebook.com/GuardiaMunicipalCiudadNaucalpan/posts/pfbid02NuTHLw9AuWHiLePGn14y4aYMDzitPQJRyRHyvHTfUo6xKF5QRDTgHr9jJETR5cPfl,https://www.facebook.com/GuardiaMunicipalCiudadNaucalpan,guardiamunicipalciudadnaucalpan,Guardia Municipal Ciudad Naucalpan,2026-05-14 17:18:20,2026-05-14,,0,242
https://www.facebook.com/CiudadNaucalpan/posts/pfbid0gdENPTrMDn6aU7F7hgKwDyDbV7pE69pDAntp893wmmkqJH9JZFMuHaX2VywPr2Ddl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 17:01:31,2026-05-14,"El Gobierno de Ciudad Naucalpan, a través del IMNIS, invita a las y los vecinos a participar en el taller “Decoración de accesorios con pedrería”. ✨🧵

📅 Viernes 15 de Mayo.
🕙 10:00 a 12:00 horas.
📍 Oficinas del IMNIS.
Av. Juárez No. 39, Fracc. El Mirador, Naucalpan de Juárez. 
📞 Informes: 55 8789 5483.

#AquiGobiernaLaEsperanza #Naucalpan #IMNIS #Mujeres",11,107
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02A55U9YsK8u7nnbNhRhf34KEhfPUfevcoifnLLXc82SzWZ1aRMKcFdhsYbbQyW4hTl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 16:53:53,2026-05-14,"La Unidad Deportiva Cuauhtémoc fue sede de la Competencia Estatal 2026 clasificatoria “El Avatar en el Deporte de la Discapacidad Intelectual”, donde cerca de 250 atletas mexiquenses provenientes de distintos municipios y regiones del Estado de México participaron en diversas disciplinas deportivas en busca de su pase a los Juegos Nacionales 2026. 🏅♿

El Gobierno Municipal de Naucalpan, encabezado por el Presidente Municipal Isaac Montoya, en coordinación con el Instituto Municipal de Cultura Física y Deporte de Naucalpan (IMCUFIDEN) y Special Olympics México, llevó a cabo esta importante justa deportiva que reunió a clubes, escuelas, asociaciones y deportistas independientes comprometidos con el impulso al deporte inclusivo.

Durante la jornada se desarrollaron competencias de Atletismo, Natación, Básquetbol, Voleibol, Fútbol, Softball, Tenis y Bochas, entre otras disciplinas, en un ambiente de compañerismo, esfuerzo y superación.

Asimismo, representantes de Special Olympics México reconocieron la disposición y el respaldo del Gobierno de Naucalpan para abrir espacios dignos que fomenten la inclusión y el desarrollo de las personas con discapacidad intelectual.

Con estas acciones, Naucalpan reafirma su compromiso de impulsar el deporte como una herramienta de integración social, igualdad de oportunidades y desarrollo para todas y todos.

#AquíGobiernaLaEsperanza #Naucalpan #IMCUFIDEN",6,351
https://www.facebook.com/isaacmontoya24/posts/pfbid0286BuSLtQVU21gYwWUzNGTPDaWtEdVX1nTCeWzZpsn3ENkNVxUjc8NkoJevQmSjo9l,https://www.facebook.com/isaacmontoya24,isaacmontoya24,Isaac Montoya,2026-05-14 16:25:37,2026-05-14,"Acompañado del Magistrado Héctor Macedo García, Presidente del Tribunal Superior de Justicia del Estado de México, llevamos a cabo la Clausura y Entrega de Constancias del Curso-Taller del Sistema Acusatorio Penal, donde 60 servidoras y servidores públicos concluyeron su preparación para fortalecer su labor al servicio de las y los naucalpenses.

Creemos que la capacitación, la ética y la vocación de servicio son fundamentales para construir instituciones más cercanas a la ciudadanía. Por ello, seguiremos impulsando iniciativas que fortalezcan la profesionalización de quienes trabajan todos los días por la justicia, la legalidad y la seguridad en Ciudad Naucalpan.

Reconozco el compromiso de los elementos de la Guardia Municipal, así como de las instituciones participantes, por continuar preparándose para brindar una atención más digna, profesional y cercana a nuestra gente.

 #AquiGobiernaLaEsperanza #Naucalpan #EdoMex #GuardiaMunicipal #PJEdomex",12,581
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02KryEjRVNf7aZrdeRZgGMqTXgRAXrKFMFkkTTxTJcrZ4fxkSq1uL7rSfTeRqEri94l,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 16:10:24,2026-05-14,"Te invitamos a participar en los Círculos de Autocuidado Terapéuticos con la sesión “Romper el hielo, ¿Cómo me enseñaron a sentir?”. 💜✨

🗓️ Viernes 15 de Mayo.
🕙 10:00 a 12:00 horas.
📍 Salón de Gobierno del Palacio Municipal, Av. Benito Juárez No. 39, Fracc. El Mirador.

#AquiGobiernaLaEsperanza #Naucalpan #IMNIS",12,106
https://www.facebook.com/reel/1747963339668178/,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 16:02:52,2026-05-14,"El Gobierno de Ciudad Naucalpan continúa impulsando actividades que fortalecen la creatividad, la convivencia y el bienestar de las familias naucalpenses. 🎨🍰✨

Durante el Taller de Arte en Pasteles, las y los participantes desarrollaron nuevas habilidades en un espacio de aprendizaje, expresión y comunidad. 🤝💜

#AquiGobiernaLaEsperanza #Naucalpan #Bienestar #Cultura",7,377
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02otfuj6qNXgoKCz6kTDyZcTGnqg2wsTgATiSdiyzC5hEcVdKH5gnETUacyEX3uwhYl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 16:00:09,2026-05-14,"Invitamos a las y los vecinos a participar en la Caravana “Estamos Contigo”, un espacio que acerca servicios gratuitos para el bienestar y desarrollo de la comunidad. 🤝💼💇‍♀️🩺

📅 Viernes 15 de mayo de 2026.
🕙 10:00 a 14:00 horas.
📍 Col. San Luis Tlatilco (Manzana #010, Naucalpan).

Acércate y aprovecha estos servicios pensados para ti y tu familia.

#AquiGobiernaLaEsperanza #Naucalpan #EstamosContigo",9,147
https://www.facebook.com/reel/1400930422069432/,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 15:32:00,2026-05-14,"El Gobierno de Ciudad Naucalpan INFORMA📌

#AquiGobiernaLaEsperanza #Naucalpan #Lluvias",83,573
https://www.facebook.com/reel/1278488314369839/,https://www.facebook.com/GuardiaMunicipalCiudadNaucalpan,guardiamunicipalciudadnaucalpan,Guardia Municipal Ciudad Naucalpan,2026-05-14 14:58:43,2026-05-14,"La capacitación y profesionalización son parte fundamental del compromiso de la Guardia Municipal con la ciudadanía. 🚔👮‍♂️👮

A través de la preparación constante, fortalecemos una corporación más cercana y preparada para actuar con responsabilidad, perspectiva de género y vocación de servicio en favor de las y los naucalpenses. 

Seguimos construyendo una Guardia Municipal más profesional al servicio de la comunidad. 

#AquiGobiernaLaEsperanza #Naucalpan #GuardiaMunicipal #ConTodaSeguridad",18,335
https://www.facebook.com/GuardiaMunicipalCiudadNaucalpan/posts/pfbid07qSrECtzbYbBzZ25f4xnAdWoJQgt5rV4A4Ysw5PyQgKuPGSU9DEL3ahKGQHWYP7pl,https://www.facebook.com/GuardiaMunicipalCiudadNaucalpan,guardiamunicipalciudadnaucalpan,Guardia Municipal Ciudad Naucalpan,2026-05-14 14:47:27,2026-05-14,"La violencia no siempre comienza con golpes. Muchas veces inicia con control, amenazas, humillaciones o aislamiento, y con el tiempo puede aumentar. 

Romper el silencio puede salvar vidas. La Policía de Género de la Guardia Municipal de Ciudad Naucalpan está para escucharte, orientarte y acompañarte. 🤝💜

No estás sola.

#AquiGobiernaLaEsperanza #Naucalpan #GuardiaMunicipal #PoliciaDeGenero",0,153
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 14:37:23,2026-05-14,"Aprende, crea y consiéntete en el Taller de Elaboración de Bombas Efervescentes. ✨🫧🌸 

El Gobierno de Ciudad Naucalpan, a través del IMNIS, invita a las naucalpenses a participar en esta actividad donde podrán conocer los beneficios, materiales y técnicas para elaborar bombas efervescentes de manera práctica y creativa. 💜

Consulta todos los detalles en la imagen. 👇

#AquiGobiernaLaEsperanza #Naucalpan #IMNIS",36,208
https://www.facebook.com/CiudadNaucalpan/posts/pfbid0Rrb1fjiB6BTDFFrVn6hkgv5DXL43zh9vB9nDrixaCPycr2WmuoJ43gwsxJ88mLEel,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 14:01:48,2026-05-14,"Invitamos a las y los naucalpenses a ser parte del Mundial Social Naucalpan 2026, un espacio de convivencia y activación para fortalecer la comunidad a través del deporte. ⚽🏆🎽✨

📍 Cancha V. Bonfil, Alfredo V. Bonfil, Naucalpan.
🗓️ Sábado 23 de Mayo.
🕓 13:00 horas.

#AquiGobiernaLaEsperanza #Naucalpan #MundialSocial #IMCUFIDEN",1,92
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02KrCu41CxADgfERZa2Cwyz36saA4CFqtMCi2Yki7dJCMRyc9sGuRY4sksoqDjJzjTl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-14 13:05:04,2026-05-14,"Te compartimos el Comunicado No. 579 en su versión de Lectura Fácil:
👉 https://drive.google.com/file/d/1cyh24wN28t1RLmk7kBHcYtlfUuOfgjMp/view 
Está versión está elaborada con un lenguaje claro y sencillo para facilitar la comprensión de la información.
#AquiGobiernaLaEsperanza #Naucalpan #LecturaFacil",0,377
