tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,20.58,-0.0073,Alta,Polaridad negativa,Alta,22.62,0.218657,0.048114,0.3302,3
1,Seguridad y Criminalidad,19.1,-0.0286,Alta,Polaridad negativa,Alta,33.17,0.240461,0.041507,0.270632,4
2,Medio Ambiente y Servicios de Agua,8.24,-0.0637,Alta,Polaridad negativa,Baja,12.09,0.116855,0.006663,0.137533,3
3,Obra Pública e Inversión,6.19,-0.0004,Alta,Polaridad positiva,Alta,8.62,0.249876,0.058499,0.301507,1
4,Educación y Cultura,13.84,0.0177,Alta,Polaridad positiva,Alta,16.98,0.24627,0.073162,0.466009,2
6,Gobernanza y Administración Pública,14.37,-0.0145,Alta,Polaridad negativa,Alta,6.52,0.189145,0.046198,0.470976,1
