doc_id,documento,tema_id,tema,palabras_clave
0,"Mexicable Línea 3 Nuestra Gobernadora del Estado de México, Delfina Gómez Álvarez, supervisó el avance de las obras de la Línea 3 del Mexicable en Ciudad Naucalpan, en el punto donde se ubicará la estación La Tolva, un proyecto que mejorará la movilidad de miles de habitantes",3,Obras y proyectos,"obras, proyecto"
1,"Rueda de prensa Inicio del segundo tramo de intervención del Periférico Norte, de 3.2 km, utilizando concreto hidráulico MR-45 y contemplando la construcción de banquetas que nunca habían existido en esta zona. Proyección de una intervención integral en la Avenida Ingenieros Militares, en coordinación con la SEDENA, que incluirá sendero seguro, accesibilidad universal, ordenamiento urbano y recuperación del espacio público. Se anunció que durante 2026 se retomará el Par Vial de San Mateo Nopala, una obra pendiente desde hace más de 25 años, para mejorar la conectividad y movilidad de esta zona históricamente rezagada. Se destacó la visita de la Gobernadora Delfina Gómez Álvarez, quien supervisó los avances del rescate histórico del Periférico Norte y del Mexicable, que registra más del 68 % de avance y genera miles de empleos para las y los naucalpenses. Desde el Gobierno de Naucalpan se continuamos informando con transparencia y trabajando en territorio, con responsabilidad y compromiso. #AquiGobiernaLaEsperanza #Naucalpan #RuedaDePrensa",2,Vialidades,"avenida, banquetas, concreto, vial"
2,"Me dio mucho gusto reunirme con Lolita Menchaca, Directora del Ballet Folclórico del Estado de México, una mujer que ha dedicado su vida a llevar el arte, las tradiciones y la identidad mexiquense a los escenarios de México y del mundo. Desde Naucalpan refrendamos nuestro",-1,No clasificado,
3,Mañanera del Pueblo. #AquiGobiernaLaEsperanza #Naucalpan #CuartaTransformacion,-1,No clasificado,
4,"Avanza la construcción de la Clínica del ISSSTE en Naucalpan Como parte de la estrategia nacional de fortalecimiento del ISSSTE, impulsada por la presidenta de México, Claudia Sheinbaum, continúa el desarrollo de la nueva Clínica de Medicina Familiar en Naucalpan. Esta obra permitirá ampliar la infraestructura de salud y mejorar el acceso a servicios médicos de primer nivel para las y los habitantes del municipio. #Naucalpan",3,Obras y proyectos,"construccion, desarrollo, infraestructura, obra"
5,"Llevamos a cabo la Mesa de Trabajo y Coordinación para el rescate y la transformación integral del Periférico Norte. Fue un gusto recibir en Ciudad Naucalpan a presidentas y presidentes municipales de la región, al Gobierno del Estado de México y a representantes de Aleatica, empresa concesionaria del Viaducto Elevado Bicentenario, con el objetivo común de atender, de manera coordinada, uno de los principales retos metropolitanos del Valle de México. El Periférico es una de las vialidades más importantes del país: por aquí circulan todos los días cerca de medio millón de personas, transporte público, particular y de carga. Durante décadas no recibió una intervención de fondo; hoy, los gobiernos municipales de la región, en coordinación con la gobernadora del Estado de México, la maestra @delfinagomeza, impulsamos una transformación integral, no paliativos. Desde Ciudad Naucalpan, ya se avanza con obras de rehabilitación con concreto hidráulico y en los próximos días iniciará una segunda etapa que permitirá contar con alrededor de 9 kilómetros intervenidos con materiales de alta resistencia. De manera paralela, se trabaja para que el Periférico se consolide como uno de los corredores más seguros del país, con mejor iluminación, banquetas, ordenamiento vial y mayor seguridad. Reconozco la coordinación con la Junta de Caminos del Estado de México, encabezada por Joel González Toral, así como el trabajo conjunto entre los municipios y el Gobierno del Estado para hacer posible esta intervención de alcance metropolitano. Estos trabajos, hoy ya en marcha, representan una intervención de alcance regional que reivindica el carácter público del territorio y el derecho de todas y todos a una movilidad segura, accesible y digna. Es una transformación pensada para quienes sostienen la vida metropolitana todos los días: personas trabajadoras, usuarias del transporte público y comunidades que por años fueron relegadas en la planeación urbana. #AquiGobiernaLaEsperanza #Naucalpan #PerifericoNorte #Transformacion",2,Vialidades,"banquetas, concreto, vial, vialidades"
6,"En el marco del Día Naranja, acudí a la Escuela de Artes y Oficios (EDAYO) de Ciudad Naucalpan para formar parte del mural “La igualdad se construye a través del conocimiento: conoce, aplica y transforma”. #AquiGobiernaLaEsperanza #Naucalpan #EdoMex #DiaNaranja",-1,No clasificado,
7,"Llevamos a cabo la quinta jornada de entrega de lentes gratuitos del programa Impulsando tu Salud, a través del DIF Municipal. #AquiGobiernaLaEsperanza #ImpulsandoTuSalud #Naucalpan #Bienestar #DIFNaucalpan",-1,No clasificado,
8,"Rueda de prensa Compartimos los avances y trabajos que estamos impulsando para fortalecer los servicios, la movilidad y el bienestar de las familias naucalpenses: Obras de OAPAS para reducir la dependencia del Sistema Cutzamala y fortalecer la infraestructura hidráulica del",0,Servicios,"hidraulica, oapas"
9,"El Servicio de Relevo es un mecanismo que brinda un puente de comunicación entre las personas sordas y las dependencias municipales, garantizando su derecho a la comunicación y al acceso a los servicios públicos. A través del intérprete de Lengua de Señas Mexicana y el uso de",2,Vialidades,puente
10,"Mexicable en Ciudad Naucalpan La Línea 3 del Mexicable registra avances importantes y continúa en ejecución. Este proyecto de movilidad conectará la zona alta de Naucalpan con el Metro Cuatro Caminos, reduciendo tiempos de traslado y mejorando la conectividad.",3,Obras y proyectos,proyecto
11,"Agradezco el mensaje y el reconocimiento de Jonathan Paredes, campeón mundial de clavados de altura, en el marco de la Ratificación de la Federación Mexicana de Clavados y Clavados de Altura, un evento histórico del que Ciudad Naucalpan fue sede. Desde nuestro municipio refrendamos el compromiso de seguir impulsando el deporte. #AquiGobiernaLaEsperanza #Naucalpan #Deporte #Clavados",-1,No clasificado,
12,"Servicio de Relevo En el Palacio Municipal de Ciudad Naucalpan ya contamos con el servicio gratuito de interpretación en Lengua de Señas Mexicana, para la atención y realización de trámites. Este servicio está disponible en los módulos de atención directa al público, con el",-1,No clasificado,
13,"Es un orgullo haber recibido en Ciudad Naucalpan a Osmar Olvera, medallista olímpico, y compartir con él este momento tan importante para el deporte nacional, en el marco de la Ratificación de la Federación Mexicana de Clavados y Clavados de Altura. Su talento, disciplina y",-1,No clasificado,
14,"Agradezco el mensaje y la cercanía de Mary José Alcalá, presidenta del Comité Olímpico Mexicano, en el marco de la Ratificación de la Federación Mexicana de Clavados y Clavados de Altura, evento histórico del que Ciudad Naucalpan fue sede. Desde nuestro municipio refrendamos nuestro compromiso de apoyar a cada atleta y a cada disciplina, acompañando su esfuerzo con acciones que fortalezcan su desarrollo y bienestar. El deporte une, inspira y construye comunidad. Seguimos trabajando con responsabilidad y convicción. #AquiGobiernaLaEsperanza #Naucalpan #Deporte #Clavados",3,Obras y proyectos,desarrollo
15,"Felicito a la Presidenta de la Directiva de la LXII Legislatura del Estado de México, Martha Azucena Camacho, con motivo de su cumpleaños. Le deseo salud y fortaleza para que, juntas y juntos, sigamos trabajando por la transformación, la dignificación y el bienestar del",4,Morena (+ / neutro),transformacion
16,"Esta noche tuve el honor de asistir a la cena con motivo de la Ratificación de la Federación Mexicana de Clavados y Clavados de Altura, en Ciudad Naucalpan, una disciplina que le ha dado grandes satisfacciones a México y que ha dejado huella en nuestra historia deportiva. Le di",-1,No clasificado,
17,Mañanera del Pueblo. #AquiGobiernaLaEsperanza #Naucalpan #CuartaTransformacion,-1,No clasificado,
18,"Felicito a Araceli Matehuala, Primera Síndica, por su cumpleaños. Deseo que su camino esté lleno de fortaleza y salud para continuar, juntas y juntos, trabajando por la transformación, la dignificación y el bienestar del pueblo de México #Naucalpan",2,Vialidades,camino
19,"¡Últimos días para disfrutar de las Pistas de Hielo! Invitamos a la ciudadanía a aprovechar los últimos 4 días de las Pistas de Hielo, una experiencia gratuita para toda la familia. Explanada del Palacio Municipal Lunes a domingo | 11:00 a 21:00 horas Parque La",-1,No clasificado,
20,"Desde Ciudad Naucalpan seguimos trabajando de manera coordinada para mejorar la movilidad y la seguridad vial de quienes todos los días transitan por nuestro municipio. Con el respaldo del Gobierno del Estado de México, encabezado por nuestra Gobernadora Delfina Gómez Álvarez, y a través de la Junta de Caminos, desde el Gobierno Municipal asumimos la responsabilidad de ejecutar estas obras en beneficio de la ciudadanía. #AquiGobiernaLaEsperanza #Naucalpan #EdoMex #PerifericoNorte #ObraHistorica",1,Seguridad,seguridad
21,"El agua es un derecho, no un privilegio. Iniciamos los trabajos de rehabilitación del Tanque Almendros y del sistema de rebombeo, una obra clave para mejorar la distribución de agua potable en esta y otras comunidades. Lo hacemos en coordinación con CONAGUA, bajo un esquema de inversión compartida 50/50 entre el Gobierno Federal (PRODDER) y el Gobierno Municipal. Tanque con capacidad de 3,100 m³ Sistema interconectado que beneficia a miles de familias Impacto positivo en más de 10 colonias de la Cuenca de San Mateo Cuando hay coordinación y visión de servicio, los resultados se multiplican. Así seguimos transformando Ciudad Naucalpan: con hechos y poniendo al pueblo al centro. #AquiGobiernaLaEsperanza #Naucalpan #OAPAS #OCAVM",0,Servicios,"agua, oapas, potable"
