tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,0.017790145867202223,0.045129559570380506,0.17004907073793998,263,0.02478180676890389,0.6163729783736076
0,basura,Servicios e Infraestructura Pública - Basura,0.32482843277841666,0.06564056669772958,0.524917139030068,866,-0.024183169174772725,11.254290440708502
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.22667395100349536,0.09618142929314519,0.2681352007200342,376,0.07377920610737333,7.85354427910096
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.26902798099278885,0.01695728059870387,0.27195180821732456,310,-0.05471346432894144,9.320979105408627
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.2658366920089177,0.018340828509973213,0.2757711349033143,365,-0.08023396902833897,9.210410911616245
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.22650793425277235,0.023705607439797105,0.2652822106120952,256,-0.05384150414087382,7.847792317320159
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.3005324521164011,0.0923625209060735,0.3203407609683182,545,0.06740514887279205,10.412510610743048
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.09423020126100186,0.002305429129839322,0.1321608533695081,40,-0.06880768014894635,3.264782101144307
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.11597234633670918,0.009809132457603866,0.1467655688689145,86,-0.04523548753292608,4.018079506156105
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.0953351458288596,0.011239389946550576,0.1212526611826725,510,-0.05576838086020562,3.3030649786042274
3,obras,Obra Pública e Inversión - Obras,0.2611201013365364,0.06681954450836891,0.31207184845384023,570,0.018819842578815693,9.046995779317387
4,educacion,Educación y Cultura - Educacion,0.212409048034645,0.0690380532546642,0.4399681173328887,451,0.013590278202940084,7.359309954393674
4,cultura,Educación y Cultura - Cultura,0.19908433677431298,0.04029082179625583,0.4420365891311184,352,-0.008486806653458473,6.897650335253585
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.2769143359295659,0.034348536649502506,0.47858246506929975,918,-0.023187383380759864,9.594216667212672
