tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,0.094670437650812,0.021391423099273547,0.16716534590968524,21,0.0007457819957819962,3.2842276441902545
0,basura,Servicios e Infraestructura Pública - Basura,0.25290416180796854,0.025371359520446994,0.38007433407743724,62,-0.056351540487597454,8.77353966191759
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.17963017837540274,0.0801500998122077,0.19810432081859966,39,0.06513113106307185,6.231579912277549
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.24869068956844692,0.015400754374243167,0.19565902039334207,49,-0.021824910927852107,8.627369406973742
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.41681180349980335,0.017456784356847114,0.46126269338243475,126,-0.09550381866851856,14.459686481306862
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.46001439833342544,0.039564159046997824,0.5445983697411682,174,-0.07500201990842482,15.958434768250223
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.21313457950339174,0.06409426575939345,0.3115816944818574,71,0.027450176548002633,7.39388657438937
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.08784315553553382,0.0016764254004730424,0.13900923026059833,6,-0.11378205128205128,3.0473812831288827
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.07677755918087112,0.0111982661469954,0.10899692793313602,8,-0.04523809523809523,2.6635028692413303
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.07374297368976682,0.008578832493262035,0.08885757857371955,44,-0.05833333333333333,2.5582295673970568
3,obras,Obra Pública e Inversión - Obras,0.24432514747009593,0.02771817236824365,0.26617015568823554,60,-0.05655672944915272,8.475923671672888
4,educacion,Educación y Cultura - Educacion,0.18363531953232745,0.05166117190617378,0.3036060263967146,47,0.012379896447555131,6.370522919544226
4,cultura,Educación y Cultura - Cultura,0.11397546933988716,0.014999062975742466,0.2718662297003906,28,-0.03259743701505715,3.9539416575455713
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.23642255512516075,0.03905946401654745,0.4480899108339896,223,-0.028824292990959652,8.20177354747327
