doc_id,texto,tokens,positivas,negativas,polaridad_score
0,realiza tus pagos de forma rapida segura y confiable en las mas de sucursales de finabien en naucalp,20,0,0,0.0
1,atencion inmediata en periferico se atendio una coladera destapada en direccion nortesur a la altura,21,1,0,0.047619047619047616
2,junta municipal de reclutamiento smn el gobierno de ciudad naucalpan en coordinacion con sedena info,22,1,0,0.045454545454545456
3,sabias que en la seleccion mexicana utilizo un uniforme verde con cuello tipo polo y franjas en los ,19,0,0,0.0
4,curso de extensiones de pestanas en ciudad naucalpan consulta la imagen para mas informacion aquigob,11,0,0,0.0
5,llega el festival cultural del vino y el queso con musica en vivo catas gastronomia y mucho mas para,18,4,0,0.2222222222222222
6,que se note y que tu partido de mierda haga algo para proteger a los animales,6,0,0,0.0
7,te extendemos la invitacion a que dejes de hacerte pendejo con el maltrato animal y hagas tu pinche ,10,0,0,0.0
8,pinche inutil no hiciste nada para detener al maltratador de animales,6,0,0,0.0
9,chinga a tu cerda madre pinche simio hediondo,6,0,0,0.0
10,gracias,1,0,0,0.0
11,sabran porque no hay agua en fraccionamiento boulevares desde hace dias y para cuando restablecen gr,7,1,1,0.0
12,transforma colonia deabril tras anos de rezago se impulso la rehabilitacionintegral con alumbrado pa,10,3,0,0.3
13,deberian de mejorar el transporte publico asi como la vialidad prohibiendo estacionarse en las aveni,8,0,0,0.0
14,que pasa con la policia transito naucalpan estan levantando infracciones y quitando placas como y cu,9,0,0,0.0
15,gracias a una denuncia ciudadana con evidencia en video la guardia municipal de naucalpan localizo y,18,2,0,0.1111111111111111
16,impulsa gobierno del reforma a la ley de proteccion integral de periodistas con propuestas del gremi,276,10,1,0.03260869565217391
17,hallaron a una persona sin vida en naucalpan pero autoridades descartaron que fuera un cuerpo abando,20,2,1,0.05
18,oye y quien es el imbecil que pinta las lineas de carriles en lateral de periferico y gustavo baz pe,22,0,0,0.0
19,se dano una de las bombas del pozo que esta en encomienda y como ya es costumbre el organismo de agu,18,2,2,0.0
20,no estas viendo la puta banqueta amarilla o que no queda duda que el coche es de papi imposible comp,16,0,0,0.0
21,exigimos junta firmas cierra el panteon presenta una queja formal,8,0,0,0.0
22,el que no tenga idea por que le dejaron la multa es una indicacion de que no debe haber licencias pe,6,0,0,0.0
23,asi es ni una gota,1,0,0,0.0
24,otra vez,1,0,0,0.0
25,ya atendio el,1,0,0,0.0
26,un incendio junto a la terminal de toluca movilizo a mas de cuerpos de emergencia desde la madrugada,22,1,1,0.0
27,podrian decirnos por que no hay agua de nuevo en boulevares,3,1,1,0.0
28,le tendriamos que preguntar a o,1,0,0,0.0
29,que como siempre nunca contestan gracias esperemos nos den una respuesta,5,0,0,0.0
30,no que el estado mas seguro se meten con gente honesta en la calle que va a trabajar temprano,6,1,0,0.16666666666666666
31,enmaletado en naucalpan al interior de una maleta negra sobre la calle carlos alberto madrazo coloni,23,2,1,0.043478260869565216
32,otra vez en parece que el gordo tiene convertido al municipio en un panteon no hay dia en el que la ,37,2,2,0.0
33,en que parte de naucalpan es,1,0,0,0.0
34,imagenes terribles de maldad contra un ser indefenso gracias a y a la guardia municipal de naucalpan,13,0,2,-0.15384615384615385
35,gente mal nacida,3,0,1,-0.3333333333333333
36,que manga de hijos de puta que son algunos no tiene que existir mas este maltrato,5,0,0,0.0
37,hijo de su p ta madre,4,0,0,0.0
