tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,15.42,0.0037,Alta,Polaridad positiva,Alta,18.76,0.173452,0.047859,0.26575,3
1,Seguridad y Criminalidad,34.74,-0.0464,Alta,Polaridad negativa,Alta,44.31,0.307224,0.033121,0.366337,4
2,Medio Ambiente y Servicios de Agua,6.71,-0.0464,Alta,Polaridad negativa,Baja,8.43,0.077966,0.007499,0.100446,3
3,Obra Pública e Inversión,7.23,-0.0375,Alta,Polaridad negativa,Alta,9.37,0.259912,0.040005,0.343358,1
4,Educación y Cultura,7.47,0.0013,Alta,Polaridad positiva,Alta,11.48,0.159214,0.044465,0.337999,2
6,Gobernanza y Administración Pública,13.8,-0.0351,Alta,Polaridad negativa,Alta,7.65,0.212125,0.031663,0.426912,1
