tema_id,tema,nivel_alerta,direccion,impacto_en_polaridad,confianza,contribucion_pct,num_subtemas,motivo
0,Servicios e Infraestructura Pública,Oportunidad,Polaridad positiva,Alta,Alta,18.42,3,Dirección Polaridad positiva; impacto Alta; contribución 18.42% (3 subtemas).
1,Seguridad y Criminalidad,Alta,Polaridad negativa,Alta,Alta,38.29,4,Dirección Polaridad negativa; impacto Alta; contribución 38.29% (4 subtemas).
2,Medio Ambiente y Servicios de Agua,Alta,Polaridad negativa,Alta,Baja,11.33,3,Dirección Polaridad negativa; impacto Alta; contribución 11.33% (3 subtemas).
3,Obra Pública e Inversión,Oportunidad,Polaridad positiva,Alta,Alta,9.16,1,Dirección Polaridad positiva; impacto Alta; contribución 9.16% (1 subtemas).
4,Educación y Cultura,Oportunidad,Polaridad positiva,Alta,Alta,13.17,2,Dirección Polaridad positiva; impacto Alta; contribución 13.17% (2 subtemas).
6,Gobernanza y Administración Pública,Alta,Polaridad negativa,Alta,Alta,9.64,1,Dirección Polaridad negativa; impacto Alta; contribución 9.64% (1 subtemas).
