doc_id,documento,tema_id,tema,palabras_clave
0,nunca olvidamos nuestro origen transformacion,4,Morena (+ / neutro),transformacion
1,en la sexta sesion ordinaria del consejo intermunicipal de seguridad publica de la region naucalpan dimos seguimiento a la estrategia de seguridad que impulsamos de manera coordinada con los tres ordenes de gobierno para fortalecer la paz y la tranquilidad en nuestro municipio aquigobiernalaesperanza naucalpan seguridad,1,Seguridad,seguridad
2,hoy recordamos a mercedessosa una voz que hizo de la musica un puente entre los pueblos y una herramienta para defender la dignidad la esperanza y la justicia social foto recuperada de internet,2,Vialidades,puente
3,a traves del programa impulsandotusalud implementado por el sistema municipal dif naucalpan encabezado por la presidenta honoraria adriana g escobar y junto a la senadora de la republica yeidckol polevnsky la directora general del sistema municipal dif naucalpan y el subdirector de atencion a la salud del dif naucalpan dr omar pedraza realizamos la entrega de mas de pares de lentes gratuitos acercando atencion visual y apoyos funcionales a quienes mas lo necesitan aquigobiernalaesperanza naucalpan difnaucalpan salud,-1,No clasificado,
4,miles de familias naucalpenses hicieron de los espacios publicos un lugar de encuentro alegria y convivencia demostrando que el deporte tambien fortalece el tejido social y nos acerca como comunidad en ciudad naucalpan seguimos construyendo espacios donde la esperanza se vive la comunidad se fortalece y el bienestar se comparte porque la mejor victoria siempre sera la de un pueblo que se reune convive y transforma su realidad te amamos mexico aquigobiernalaesperanza huellasdelmundial mundialsocial,-1,No clasificado,
5,asi se vivio el apoyo a nuestra seleccion mexicana desde ciudad naucalpan te amamos mexico naucalpan,-1,No clasificado,
6,te amamos mexico losremedios naucalpan,-1,No clasificado,
7,te amamos mexico naucalpan,-1,No clasificado,
8,te amamos mexico miles de naucalpenses apoyaron a nuestra seleccion desde plazarevolucion,-1,No clasificado,
9,vamos mexico miles de naucalpenses apoyan a nuestra seleccion desde losremedios naucalpan,-1,No clasificado,
10,goooooooolll y si siii mexico naucalpan plazarevolucion,-1,No clasificado,
11,goooooooolll y si siii,-1,No clasificado,
12,asi se vivio royal club en el mundialsocial lascuatrocasas naucalpan,-1,No clasificado,
13,vamos mexico naucalpan,-1,No clasificado,
14,vamooooossssssss si se puede naucalpan,-1,No clasificado,
15,vamos mexico ysisi,-1,No clasificado,
16,asi apoyamos a nuestra seleccion desde ciudad naucalpan vamos mexico ysisi,-1,No clasificado,
17,vamos mexico naucalpan ysisi,-1,No clasificado,
18,el ring encendio la pasion en el mundialsocial lascuatrocasas entre llaves vuelos y emocion las familias naucalpenses disfrutaron de una tarde llena de espectaculo convivencia y mucha energia la fiesta mundialista se vive en grande enciudad naucalpan mexico,-1,No clasificado,
19,la emocion mundialista continua despues de apoyar a nuestra seleccion mexicana no te puedes perder la presentacion de s a d e s abstract frequency en el forocuauhtemoc ven con tu familia y disfruta de una noche llena de musica convivencia y la gran energia del mundialsocial lascuatrocasas te esperamos,-1,No clasificado,
20,salonvictoria en el mundialsocial cuatrocasas naucalpan mexico,-1,No clasificado,
21,asi se vivio salonvictoria en el mundialsocial cuatrocasas naucalpan mexico,-1,No clasificado,
22,las huellas de la transformacion continuan llegando a las comunidades te esperamos martes de julio horas san mateo nopala participa y se parte de la transformacion de ciudad naucalpan aquigobiernalaesperanza naucalpan sanmateonopala,4,Morena (+ / neutro),transformacion
23,te apasiona crear contenido y quieres llevar tus transmisiones al siguiente nivel inscribete al taller gratuito de live stream y sesiones en vivo donde aprenderas a crear producir y transmitir con herramientas profesionales en un entorno practico consulta en las imagenes los requisitos fechas horarios y datos de inscripcion los lugares son limitados aquigobiernalaesperanza naucalpan juventud,-1,No clasificado,
24,participa en el taller de huertos urbanos el gobierno de ciudad naucalpan a traves de la direccion de bienestar e inclusion social promueve el taller de huertos urbanos una iniciativa orientada a fomentar la alimentacion saludable el cuidado del medio ambiente y el aprovechamiento responsable de los espacios en la comunidad se invita a la ciudadania a organizarse y participar en esta actividad que fortalece la cohesion social el aprendizaje colectivo y el desarrollo comunitario informes a hrs aquigobiernalaesperanza naucalpan bienestar huertosurbanos,3,Obras y proyectos,desarrollo
25,la caravana estamos contigo sigue recorriendo ciudad naucalpan te esperamos este de julio de a horas en la colonia minas coyote con servicios gratuitos como asesorias juridicas y psicologicas con perspectiva de genero clases de box asesoria nutricional signos vitales masajes terapeuticos y mucho mas consulta la ubicacion y todos los servicios en la imagen aquigobiernalaesperanza naucalpan imnis,-1,No clasificado,
26,como parte de la estrategia impulsada por el presidente municipal isaac montoya para promover estilos de vida saludables y fortalecer el desarrollo de las juventudes el gobierno de naucalpan a traves de la direccion de bienestar e inclusion social realizo una clase gratuita de box en coordinacion con la escuela de box eskai en la colonia minas palacio aquigobiernalaesperanza naucalpan bienestar deporte,3,Obras y proyectos,desarrollo
27,como parte de la estrategia ambiental impulsada por el presidente municipal isaac montoya el gobierno de ciudad naucalpan realizo una jornada de reforestacion en el parquenaucalli donde en coordinacion con la empresa takasago y con la participacion de cerca de voluntarias y voluntarios se plantaron alrededor de arboles de distintas especies aquigobiernalaesperanza naucalpan medioambiente,-1,No clasificado,
28,como parte de la estrategia nacional de seguridad impulsada por la presidenta de mexico claudia sheinbaum llevamos a cabo la mesa de paz itinerante en el campo de san mateo nopala este espacio de coordinacion reune diariamente a autoridades de los tres ordenes de gobierno,1,Seguridad,seguridad
29,te invitamos al encuentro con la embajada de la republica de el salvador un espacio para cultura identidad y estrechar la relacion entre nuestras comunidades domingo de julio a horas basilica de nuestra senora de los remedios te esperamos,-1,No clasificado,
