doc_id,texto,tokens,positivas,negativas,polaridad_score
0,"Me reuní con Horacio Duarte Olivares, Secretario General de Gobierno del Estado de México, para fort",22,1,0,0.045454545454545456
1,Felicito a Erika Huitron Gualito por su cumpleaños. Que este nuevo año de vida esté lleno de fortale,20,2,0,0.1
2,"Asistí a la Charreada Infantil realizada por el #DIFNaucalpan, donde vivimos una tarde llena de aleg",22,0,0,0.0
3,"Asistí a la Charreada Infantil realizada por el #DIFNaucalpan, donde vivimos una tarde llena de aleg",22,0,0,0.0
4,"Hoy celebramos la vocación, la entrega y el corazón de quienes transforman vidas a través de la ense",19,2,0,0.10526315789473684
5,Realizamos la #MesaDePaz en el pueblo de #SantaCruzAcatlán y como parte de la estrategia de atención,20,0,0,0.0
6,"Como parte del compromiso que tenemos por fortalecer la seguridad en Ciudad #Naucalpan, en #IzcalliC",17,1,1,0.0
7,"Entregamos la rehabilitación integral del Camino Viejo a #Zomeyucan, una vialidad clave para miles d",22,2,0,0.09090909090909091
8,"Acompañado del Magistrado Héctor Macedo García, Presidente del Tribunal Superior de Justicia del Est",23,1,0,0.043478260869565216
9,"Entregamos 1,400 lentes graduados gratuitos a vecinas y vecinos de #Naucalpan, como parte del progra",16,1,0,0.0625
10,"Entregamos 1,400 lentes graduados gratuitos a vecinas y vecinos de #Naucalpan, como parte del progra",16,1,0,0.0625
11,"Gracias al compromiso y la responsabilidad social de #FordMéxico, recibimos la donación de una unida",22,1,0,0.045454545454545456
12,"Gracias al compromiso y la responsabilidad social de #FordMéxico, recibimos la donación de una unida",22,1,0,0.045454545454545456
13,"Transformamos la calle Gabriel #RamosMillán, una vialidad que durante años permaneció en el abandono",16,1,1,0.0
14,"Si naciste en 2008, es momento de tramitar tu cartilla militar. Consulta la imagen para conocer requ",18,0,0,0.0
15,"Asesorías nutricionales en Naucalpan. Lunes y martes de abril, mayo, junio y julio de 2026 9:30 a 13",22,0,0,0.0
16,Te invitamos a participar en el taller Diabetes Bajo Control: Puntos para tu Salud. Consulta la imag,18,0,0,0.0
17,"Donde antes no había coordinación ni estrategia operativa, hoy en #Naucalpan la seguridad se fortale",11,2,0,0.18181818181818182
18,Te invitamos a participar en el taller “Dieta de la Milpa: Tradición y Salud”. Consulta la imagen pa,13,0,0,0.0
19,Te invitamos a participar en las Clases de Violín. Consulta la imagen para mas información. ¡Aprende,13,0,0,0.0
20,Disfruta el Tianquiztli Tlatilca en Naucalpan. 28 y 29 de mayo 9:00 a 16:00 hrs. Explanada del Palac,18,0,0,0.0
21,16 de mayo | Natalicio de Juan Rulfo #AquiGobiernaLaEsperanza #Naucalpan #JuanRulfo,8,0,0,0.0
22,"¿Sabías que? Entre 2011 y 2019, la Selección Mexicana presentó un rediseño de su escudo, incorporand",21,0,0,0.0
23,"El Presidente Municipal De Ciudad #Naucalpan, Isaac Montoya, participó en la Charreada Infantil orga",20,0,0,0.0
24,Atención inmediata en #PeriféricoNorte Seguimos trabajando por la seguridad y la movilidad de las y ,10,1,0,0.1
