tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,-0.03690542023601059,0.033702188637700525,0.19259549236382928,98,0.023920405702082946,1.3374551111517605
0,basura,Servicios e Infraestructura Pública - Basura,0.3160361249125244,0.048560139524601115,0.529364353009779,376,-0.04714758340147603,11.453172132163301
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.15953672694491264,0.0766573463183205,0.23051219332478665,121,0.07509783759703997,5.781622577506829
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.4117788318877679,0.03398100520699468,0.4385468311007693,395,-0.08397559397728958,14.922894790262125
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.29884546523637234,0.027062286716601353,0.31615916733255156,236,-0.07953814543656253,10.830181376309348
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.15990711331635005,0.014987272364038146,0.20503300324689372,91,-0.06843083797564899,5.7950454065225125
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.21245281421542409,0.07782378475514608,0.25698927268938093,206,0.040307203810059686,7.699305425432816
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.06990183632849321,0.0030054977234413244,0.06073401046486534,8,-0.08522727272727272,2.5332476280872513
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.04819490084075012,0.0077212685327206505,0.018234324824287208,21,-0.046653596896382696,1.746586708637934
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.08123965719374364,0.021937012380588747,0.08422581722016571,195,-0.02637250412985707,2.9441310801270717
3,obras,Obra Pública e Inversión - Obras,0.23357258621775057,0.07327546799149454,0.2816051762472389,246,0.01705522940554151,8.464687497503345
4,educacion,Educación y Cultura - Educacion,0.3015723428107484,0.10713467373882113,0.4552109576709559,394,0.04014425038133506,10.9290036177582
4,cultura,Educación y Cultura - Cultura,0.2812674612592091,0.04669363406751491,0.4700549520986724,247,-0.0012024215331734311,10.193153234839677
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.1481650830787946,0.03162299025667571,0.4773449075324019,618,-0.041694747351188534,5.369513377457758
