tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,0.0476806616289721,0.02426093854680236,0.14993620842708758,184,-0.0026948749864844712,1.7190810928787443
0,basura,Servicios e Infraestructura Pública - Basura,0.2785183292555052,0.027744988627726848,0.41182406153450885,613,-0.061572104629266475,10.04171455440514
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.1941571054059917,0.09156959243261623,0.2354901734225137,295,0.07544548560364389,7.000150533747977
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.1556436250005895,0.01656189665838994,0.1726358714055256,218,-0.042040585946608776,5.6115834769172634
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.43617719354866,0.023376895368372938,0.47320012787632726,1018,-0.08867233039962373,15.725955575222136
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.37785413472118246,0.023473224647214602,0.482306709061557,774,-0.08131663358439815,13.623172931613656
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.2592191872220201,0.06907137260654116,0.3372061518826735,450,0.026272082590382374,9.345902268143018
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.07179188328764827,0.0008008774818283687,0.12692555709655198,27,-0.07737666571427546,2.5883883521230877
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.060691499203020895,0.007251198385139268,0.07376215111760435,42,-0.03630707874694357,2.1881745180100975
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.10141416099803699,0.014446127677643906,0.10064968429162449,406,-0.02561785171108959,3.6563915173516177
3,obras,Obra Pública e Inversión - Obras,0.2599123680719795,0.040004713349605224,0.34335829592803874,512,-0.03745263679992387,9.370894247121488
4,educacion,Educación y Cultura - Educacion,0.2134507531308767,0.06532433050951733,0.36571178893906847,325,0.02698770757104625,7.695764727917618
4,cultura,Educación y Cultura - Cultura,0.10497746519783765,0.023606280862962112,0.31028717436013303,204,-0.024302329276659856,3.784863075186097
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.21212492064131383,0.03166256595649984,0.4269121527219838,977,-0.03514454736612494,7.647963093308023
