tema_id,tema,nivel_alerta,direccion,impacto_en_polaridad,confianza,contribucion_pct,num_subtemas,motivo
0,Servicios e Infraestructura Pública,Oportunidad,Polaridad positiva,Alta,Alta,17.84,3,Dirección Polaridad positiva; impacto Alta; contribución 17.84% (3 subtemas).
1,Seguridad y Criminalidad,Alta,Polaridad negativa,Alta,Alta,35.64,4,Dirección Polaridad negativa; impacto Alta; contribución 35.64% (4 subtemas).
2,Medio Ambiente y Servicios de Agua,Alta,Polaridad negativa,Alta,Media,14.92,3,Dirección Polaridad negativa; impacto Alta; contribución 14.92% (3 subtemas).
3,Obra Pública e Inversión,Oportunidad,Polaridad positiva,Alta,Alta,11.43,1,Dirección Polaridad positiva; impacto Alta; contribución 11.43% (1 subtemas).
4,Educación y Cultura,Oportunidad,Polaridad positiva,Alta,Alta,13.4,2,Dirección Polaridad positiva; impacto Alta; contribución 13.40% (2 subtemas).
6,Gobernanza y Administración Pública,Alta,Polaridad negativa,Alta,Alta,6.77,1,Dirección Polaridad negativa; impacto Alta; contribución 6.77% (1 subtemas).
