tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,16.83,0.0179,Alta,Polaridad positiva,Alta,17.84,0.166191,0.0563,0.2966,3
1,Seguridad y Criminalidad,19.35,-0.0078,Alta,Polaridad negativa,Alta,35.64,0.249033,0.052881,0.296419,4
2,Medio Ambiente y Servicios de Agua,7.11,-0.0388,Alta,Polaridad negativa,Media,14.92,0.139062,0.011195,0.161814,3
3,Obra Pública e Inversión,9.47,0.0452,Alta,Polaridad positiva,Alta,11.43,0.319504,0.082643,0.404381,1
4,Educación y Cultura,11.89,0.0018,Alta,Polaridad positiva,Alta,13.4,0.187303,0.050155,0.432902,2
6,Gobernanza y Administración Pública,15.25,-0.007,Alta,Polaridad negativa,Alta,6.77,0.189248,0.04744,0.462619,1
