tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,-0.003420504753759216,0.04027657560929995,0.15374992045972227,119,0.024844754168872118,0.12026868885038669
0,basura,Servicios e Infraestructura Pública - Basura,0.22147002820854556,0.03846651831946547,0.4396493971260945,229,-0.04168792686797496,7.787128459045826
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.18743313733764297,0.09839365038939235,0.23835225628906573,161,0.06965128004038176,6.590354142890231
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.23641925078991738,0.028129329580987482,0.2690909253557457,174,-0.07036693035905205,8.312759478040384
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.28916584247241783,0.037311930271201985,0.3109540276114874,239,-0.07609350659562897,10.167387341372278
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.22762620697101457,0.030660489101736396,0.34489619614675815,117,-0.05548928130878602,8.003586438610695
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.3200520251466648,0.11784811462731319,0.3077989041661963,480,0.07022878012046309,11.253379310757127
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.10341740873691752,0.008539521606239216,0.11231159973885718,22,-0.054573567127746685,3.636269220039549
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.10664538953140133,0.014231633439455663,0.0979243381491896,28,-0.07230841084440157,3.749768555878837
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.08551838274718541,0.014267744116020761,0.07259238102231538,173,-0.03282395907815094,3.0069198864015196
3,obras,Obra Pública e Inversión - Obras,0.3078431313902198,0.06942945066273454,0.41306140737877167,214,0.023197134101287403,10.82410125090717
4,educacion,Educación y Cultura - Educacion,0.2561896128838123,0.08617348899838066,0.4602498417374475,194,0.03545983641567742,9.007907036165225
4,cultura,Educación y Cultura - Cultura,0.17861428597099555,0.04202870484921213,0.4145146332454608,148,-0.00042076758023036273,6.2802736818508285
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.32023737669714,0.0541951842513476,0.49336560626572373,461,-0.0003889616836080276,11.259896474028876
