tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,0.04502291207994621,0.04871511022718106,0.1480675604964381,157,0.026678354636267988,1.6106949796509304
0,basura,Servicios e Infraestructura Pública - Basura,0.33244484972953664,0.039102975858339606,0.5387838900024937,267,-0.03970942378893866,11.893216714177775
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.12110468321759059,0.08108056807393624,0.20294942834511312,118,0.06678512842169426,4.332520849038393
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.21927894749338753,0.01870397341223956,0.24936643227630806,103,-0.05280706321670536,7.84470580764711
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.2670559098518565,0.033570381735729474,0.29113255532361276,191,-0.05846003411765196,9.553926954362627
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.22069898325528467,0.05745986355583261,0.3286422172912874,121,0.00861298078938758,7.895507596490781
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.28909687631581754,0.10178990710229305,0.3165338907202222,208,0.07158380341802688,10.342442676471354
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.06906519922300572,0.008590946521267826,0.12213258391279272,23,-0.04920419134815419,2.4708079623893484
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.06850533164781634,0.01845866371382726,0.08322124006549113,29,0.00990762001546183,2.4507786961565112
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.2796165875813103,0.006535061900408095,0.2800882434145788,177,-0.07716617337297188,10.003285283826523
3,obras,Obra Pública e Inversión - Obras,0.31950354813110327,0.08264314664648767,0.40438062416920534,305,0.04522656142636915,11.430241563265012
4,educacion,Educación y Cultura - Educacion,0.175307804591124,0.053931914841375536,0.4457791200390149,166,0.0018135013621429134,6.271637877335791
4,cultura,Educación y Cultura - Cultura,0.1992983148706007,0.046377261530506336,0.4200255515842543,217,0.0017097637346494396,7.129898542434542
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.18924760866549456,0.04744049770605528,0.462618521193403,491,-0.007048342473899264,6.770334460978302
