tema_id,tema,nivel_alerta,direccion,impacto_en_polaridad,confianza,contribucion_pct,num_subtemas,motivo
0,Servicios e Infraestructura Pública,Oportunidad,Polaridad positiva,Alta,Alta,18.29,3,Dirección Polaridad positiva; impacto Alta; contribución 18.29% (3 subtemas).
1,Seguridad y Criminalidad,Alta,Polaridad negativa,Alta,Alta,46.44,4,Dirección Polaridad negativa; impacto Alta; contribución 46.44% (4 subtemas).
2,Medio Ambiente y Servicios de Agua,Alta,Polaridad negativa,Alta,Baja,8.27,3,Dirección Polaridad negativa; impacto Alta; contribución 8.27% (3 subtemas).
3,Obra Pública e Inversión,Alta,Polaridad negativa,Alta,Alta,8.48,1,Dirección Polaridad negativa; impacto Alta; contribución 8.48% (1 subtemas).
4,Educación y Cultura,Alta,Polaridad negativa,Alta,Alta,10.32,2,Dirección Polaridad negativa; impacto Alta; contribución 10.32% (2 subtemas).
6,Gobernanza y Administración Pública,Alta,Polaridad negativa,Alta,Alta,8.2,1,Dirección Polaridad negativa; impacto Alta; contribución 8.20% (1 subtemas).
