tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,-0.0015447364928382963,0.06605254073836558,0.20736187360988026,366,0.05312104351958137,0.05703129227250508
0,basura,Servicios e Infraestructura Pública - Basura,0.2586405114153468,0.05889421224211433,0.46959629096786637,678,-0.01728514256570871,9.548944216975217
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.14841275882386715,0.09648099472252578,0.22525876874169168,376,0.07567511973241905,5.479362638672904
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.29703364412853284,0.016266472230034572,0.3142226718888185,332,-0.07018026272913201,10.9664092559474
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.24724872199750264,0.021055854288131975,0.28398965279447075,424,-0.07519897864044321,9.128362146953577
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.18466550690027825,0.04700204707596047,0.24939149425914642,259,-0.009694266424510252,6.8178052020569035
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.25844186337640185,0.055592256535850745,0.3607277521860746,357,0.04639799323964743,9.541610180121067
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.09033278141537723,0.002715550117793143,0.1013465337210813,38,-0.06126479493218915,3.335064124252541
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.08250793744209116,0.01125547669799919,0.11547623050772621,64,-0.03180154640054934,3.046172804796969
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.06395720063707047,0.009988306668415256,0.0722819402921782,371,-0.05364949510096959,2.3612841538830938
3,obras,Obra Pública e Inversión - Obras,0.3089619263696404,0.09054331218502909,0.38158689486698205,748,0.037962162404510634,11.406798509360833
4,educacion,Educación y Cultura - Educacion,0.19901510836687641,0.05549115435814686,0.42384460785565636,387,-0.0014010682141906714,7.347588967138963
4,cultura,Educación y Cultura - Cultura,0.238795600621503,0.03708831432012688,0.41935969432501585,394,-0.010818151334240392,8.816274979954757
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.3290187493062418,0.03494514743828672,0.5685125385066198,1408,-0.028826300607726695,12.1472914906935
