doc_id,texto,tokens,positivas,negativas,polaridad_score
0,"Mexicable Línea 3 Nuestra Gobernadora del Estado de México, Delfina Gómez Álvarez, supervisó el avan",24,2,0,0.08333333333333333
1,"Rueda de prensa Inicio del segundo tramo de intervención del Periférico Norte, de 3.2 km, utilizando",85,6,1,0.058823529411764705
2,"Me dio mucho gusto reunirme con Lolita Menchaca, Directora del Ballet Folclórico del Estado de Méxic",20,1,0,0.05
3,Mañanera del Pueblo. #AquiGobiernaLaEsperanza #Naucalpan #CuartaTransformacion,5,0,0,0.0
4,Avanza la construcción de la Clínica del ISSSTE en Naucalpan Como parte de la estrategia nacional de,33,0,1,-0.030303030303030304
5,Llevamos a cabo la Mesa de Trabajo y Coordinación para el rescate y la transformación integral del P,142,9,0,0.06338028169014084
6,"En el marco del Día Naranja, acudí a la Escuela de Artes y Oficios (EDAYO) de Ciudad Naucalpan para ",21,1,0,0.047619047619047616
7,"Llevamos a cabo la quinta jornada de entrega de lentes gratuitos del programa Impulsando tu Salud, a",17,2,0,0.11764705882352941
8,Rueda de prensa Compartimos los avances y trabajos que estamos impulsando para fortalecer los servic,21,1,0,0.047619047619047616
9,El Servicio de Relevo es un mecanismo que brinda un puente de comunicación entre las personas sordas,20,1,1,0.0
10,Mexicable en Ciudad Naucalpan La Línea 3 del Mexicable registra avances importantes y continúa en ej,24,0,0,0.0
11,"Agradezco el mensaje y el reconocimiento de Jonathan Paredes, campeón mundial de clavados de altura,",31,1,0,0.03225806451612903
12,Servicio de Relevo En el Palacio Municipal de Ciudad Naucalpan ya contamos con el servicio gratuito ,22,3,0,0.13636363636363635
13,"Es un orgullo haber recibido en Ciudad Naucalpan a Osmar Olvera, medallista olímpico, y compartir co",21,0,0,0.0
14,"Agradezco el mensaje y la cercanía de Mary José Alcalá, presidenta del Comité Olímpico Mexicano, en ",46,1,0,0.021739130434782608
15,"Felicito a la Presidenta de la Directiva de la LXII Legislatura del Estado de México, Martha Azucena",21,2,0,0.09523809523809523
16,Esta noche tuve el honor de asistir a la cena con motivo de la Ratificación de la Federación Mexican,21,0,0,0.0
17,Mañanera del Pueblo. #AquiGobiernaLaEsperanza #Naucalpan #CuartaTransformacion,5,0,0,0.0
18,"Felicito a Araceli Matehuala, Primera Síndica, por su cumpleaños. Deseo que su camino esté lleno de ",20,2,0,0.1
19,¡Últimos días para disfrutar de las Pistas de Hielo! Invitamos a la ciudadanía a aprovechar los últi,23,0,0,0.0
20,Desde Ciudad Naucalpan seguimos trabajando de manera coordinada para mejorar la movilidad y la segur,35,2,0,0.05714285714285714
21,"El agua es un derecho, no un privilegio. Iniciamos los trabajos de rehabilitación del Tanque Almendr",61,7,3,0.06557377049180328
22,"Como parte de la Estrategia Nacional de Seguridad, impulsada por el Gobierno Federal que encabeza la",44,3,0,0.06818181818181818
23,La Línea 3 del #Mexicable avanza como una obra de justicia social para las zonas altas de Ciudad Nau,23,0,0,0.0
24,"Acudí a Lomas de San Mateo, acompañado de la Directora General del Organismo de Cuenca Aguas del Val",25,1,1,0.0
25,"Después de las fiestas, cuidemos el medio ambiente Lleva tu árbol natural, sin adornos ni base, de l",20,0,0,0.0
26,Operativo Integral de Mantenimiento en la Avenida Adolfo López Mateos #AquiGobiernaLaEsperanza #Nauc,10,1,0,0.1
27,Desde el Gobierno de Ciudad #Naucalpan se brindó atención oportuna a una persona adulta mayor en sit,20,1,0,0.05
28,"Pago Predial Naucalpan 2026 Paga en Tesorería, receptorías, bancos o en línea. Pago en línea: https:",20,0,0,0.0
29,"¿Sabías qué? El primer jugador mexicano en anotar en un Mundial fue Manuel Rosas, durante el Primer ",14,0,0,0.0
30,Continúa la recolección de arbolitos de Navidad en Ciudad Naucalpan. Reciclar es cuidar el ambiente.,12,1,1,0.0
31,Memorias de cálculo para la COI y el Impuesto Ecol Consulta en las imágenes toda la información sobr,16,0,0,0.0
32,"Obra teatral “Otedama” | Entrada libre El Gobierno de Ciudad #Naucalpan, en coordinación con la Secr",24,0,0,0.0
33,"El Presidente Municipal de Ciudad #Naucalpan, Isaac Montoya Márquez, asistió a la entrega de nombram",23,2,0,0.08695652173913043
34,"Taller Facial y Spa de Manos El Gobierno de Ciudad Naucalpan, a través del IMNIS, invita a las mujer",25,0,0,0.0
35,"Operativo integral de recuperación en San Luis Tlatilco En total, se recolectaron 29 toneladas de re",17,2,0,0.11764705882352941
36,"El Servicio de Relevo es un puente de comunicación entre personas sordas y dependencias municipales,",20,1,1,0.0
37,Círculo Juvenil Literario y de Cine “La Cuarta Dimensión” #AquiGobiernaLaEsperanza #Naucalpan #Biene,9,0,0,0.0
38,"Pago Predial Naucalpan 2026 Paga en Tesorería, receptorías, bancos o en línea. Pago en línea: https:",20,0,0,0.0
39,¿Sabías qué? El gol olímpico fue inventado en México y reconocido por la FIFA: se anota directamente,14,0,0,0.0
40,Avance de las obras de la Línea 3 del Mexicable #AquiGobiernaLaEsperanza #Naucalpan #EdoMex #Mexicab,10,2,0,0.2
41,"El Gobierno de Ciudad #Naucalpan, a través de la Dirección de Medio Ambiente, continúa con la recole",19,1,1,0.0
42,"Cambio de neumáticos a compactadores. El Gobierno de Ciudad Naucalpan, a través de la Dirección de S",18,0,1,-0.05555555555555555
43,"Alumbrado Periférico Cuatro Caminos El Gobierno de Ciudad Naucalpan, a través de la Dirección de Ser",16,1,0,0.0625
44,¿Sabías qué? México fue el primer país en ser anfitrión de un Mundial Sub-17 y Sub-20. #AquiGobierna,10,0,0,0.0
45,Supervisión de obra de La COMUNA El Gobierno de la Ciudad de Naucalpan te invita: Fecha: Martes 27 d,24,1,0,0.041666666666666664
46,"Inauguramos el Módulo de Seguridad Pública La Tolva Martes 27 de enero | 17:30 h Col. Altamira, Nauc",20,4,0,0.2
47,Avanza la construcción de la Clínica del ISSSTE en Naucalpan Como parte de la estrategia nacional de,20,0,0,0.0
48,Atención cercana a la ciudadanía Con el objetivo de acercar los servicios y facilitar el cumplimient,21,0,0,0.0
49,Memorias de cálculo para la COI y el Impuesto Ecológico por Emisiones en el Edoméx Consulta en las i,18,0,0,0.0
50,"Ciencia, igualdad y orgullo mexicano El Gobierno de Ciudad #Naucalpan, reconoce la trayectoria de Si",19,0,0,0.0
51,Círculo Juvenil Literario y de Cine “La Cuarta Dimensión” #AquiGobiernaLaEsperanza #Naucalpan #Biene,9,0,0,0.0
52,¿Sabías qué? México ha llegado seis veces consecutivas a los octavos de final. #AquiGobiernaLaEspera,9,0,0,0.0
53,Tianquiztli Tlatilca Consulta las imágenes para conocer todos los detalles del evento. #AquiGobierna,11,1,0,0.09090909090909091
54,"El Gobierno de Ciudad Naucalpan, a través del Instituto de las Mujeres Naucalpenses y la Igualdad Su",18,0,1,-0.05555555555555555
55,"El Gobierno de Ciudad Naucalpan, a través del Instituto de las Mujeres Naucalpenses y la Igualdad Su",14,0,0,0.0
56,"El Gobierno de Ciudad #Naucalpan, encabezado por el Presidente Municipal Isaac Montoya Márquez, a tr",21,4,1,0.14285714285714285
57,Predial 2026 en Ciudad Naucalpan Conoce las bonificaciones y estímulos vigentes para el pago del imp,20,0,0,0.0
58,"En el marco del #DiaNaranja, el Gobierno de #Naucalpan, encabezado por el Presidente Municipal Isaac",23,0,1,-0.043478260869565216
