tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,0.07976866593082742,0.03861312416184971,0.189313665492769,295,0.0013807552368179218,2.772244340241409
0,basura,Servicios e Infraestructura Pública - Basura,0.2481826026832751,0.04917080925405647,0.46556430620537026,519,-0.03608957335981465,8.625226554894637
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.13571138136612848,0.08706603748865774,0.19686687344823323,227,0.06404663771179825,4.716452312551426
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.28540768895182783,0.026501209488838502,0.3431316890441671,381,-0.07758908140303103,9.918930461294204
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.3628005270898405,0.03044456910279307,0.41088251251174285,488,-0.08212786123054026,12.608606350939604
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.20863048207225085,0.030561506474887694,0.2723075057155897,228,-0.053185854333182334,7.250649943527705
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.23102412334891392,0.07846214983166735,0.2622542330190852,575,0.03855876766787678,8.028908481039913
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.10528135155327824,0.004311014911541509,0.16792786471154372,60,-0.07491034735495841,3.658900742174093
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.12853238039486023,0.01686559153398467,0.14332716214480828,159,-0.03614462893622832,4.466956541512153
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.13640352831331373,0.0250464631506086,0.15531819100860797,504,-0.03614044937354319,4.740506876264621
3,obras,Obra Pública e Inversión - Obras,0.28549450643906793,0.08886696764248492,0.3602522676123903,767,0.026259922905452412,9.921947677200059
4,educacion,Educación y Cultura - Educacion,0.206145821162174,0.06032174465874161,0.4255527573848806,293,0.006863291887635978,7.164299155721467
4,cultura,Educación y Cultura - Cultura,0.2188825384043995,0.04478397039386782,0.4160598992825488,259,0.007202602097696473,7.606945298489277
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.24513827124890575,0.03957575719499942,0.47750519288648885,1062,-0.033075951344107304,8.519425229395877
