tema_id,subtema,nombre_completo,coef_ridge,coef_logit,correlacion,docs_con_feature,intensidad_media,contribucion_pct
0,agua,Servicios e Infraestructura Pública - Agua,0.04063427678021168,0.04232352438505119,0.2555253231770699,292,0.02462754760049072,1.425753392972511
0,basura,Servicios e Infraestructura Pública - Basura,0.2589268244044961,0.0483410815880969,0.5028171362881116,710,-0.03819986226265657,9.085083522541897
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,0.23723162047490529,0.08245977884243302,0.2940867562269589,336,0.08347088079507389,8.323854012265288
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,0.17663667730068816,0.03101275286142715,0.20954071251885428,270,-0.024585889765799306,6.197731618235404
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,0.26320942610845816,0.022472569985854708,0.3240004715998477,484,-0.07379041076622757,9.235349120800244
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,0.21562728506797713,0.028874310729095375,0.2891368711129355,315,-0.04606574157112537,7.565812847266769
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,0.21784289068426982,0.06910667685908026,0.26084411861958723,482,0.03333862867761787,7.643552811533995
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,0.1463450620281304,0.001740724473745841,0.20111369438987645,59,-0.08620630120067481,5.134875904398774
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,0.202536498333512,0.00833747479700547,0.21301821303251442,112,-0.07525628802405394,7.106490445534436
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,0.09378525046593501,0.01560475792760771,0.11207371361103456,505,-0.03848189738647325,3.290685836143656
3,obras,Obra Pública e Inversión - Obras,0.3551318838673363,0.08333360475888416,0.3896574321940194,963,0.030092516075255298,12.460674300056702
4,educacion,Educación y Cultura - Educacion,0.19632946430421294,0.051488022888539556,0.43701192378644227,393,-0.0088173699247132,6.888701413003194
4,cultura,Educación y Cultura - Cultura,0.2352727017631252,0.04425171148474682,0.4518505534102399,450,-0.0026804750709073233,8.255120538430265
6,gobierno,Gobernanza y Administración Pública - Gobierno,0.21051153526132146,0.04364087760917505,0.48731173854087584,1046,-0.01999567980961175,7.3863142017294185
