doc_id,documento,tema_id,tema,palabras_clave
0,Huellas de la Transformación en Jardines del Molinito #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion,4,Morena (+ / neutro),transformacion
1,"Regresé al parque de Jardines del Molinito, un espacio que durante casi 10 años estuvo en abandono y hoy vuelve a ser un lugar digno para el deporte y la convivencia. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion",-1,No clasificado,
2,"Encabecé la #MesaDePaz en la colonia #Modelo, donde también dimos inicio a la actividad “Balón por la Paz”. Estas jornadas forman parte de la estrategia de Atención a las Causas, impulsada por el Gobierno de México. #AquiGobiernaLaEsperanza #Naucalpan",-1,No clasificado,
3,"Rueda de prensa Naucalpan es el municipio con mayor reducción en robo de vehículos asegurados en el país. De acuerdo con el OCRA, el municipio registra una disminución del 61%. #AquiGobiernaLaEsperanza #Naucalpan #RuedaDePrensa",1,Seguridad,robo
4,"Hoy, 12 de marzo, conmemoramos el Día Mundial del Riñón. #AquiGobiernaLaEsperanza #Naucalpan #Salud #DiaMundialDelRiñon",-1,No clasificado,
5,"Para acercar los servicios de salud a la comunidad, llevamos el programa “Impulsando tu Salud en tu Comunidad” a la colonia La Mancha II, acercando servicios médicos gratuitos y atención preventiva, a través del #DIFNaucalpan. #AquiGobiernaLaEsperanza #Naucalpan",-1,No clasificado,
6,"Llevamos Impulsando tu Salud en tu Comunidad a La Mancha II, acercando consultas médicas y servicios gratuitos a las familias. #AquiGobiernaLaEsperanza #Naucalpan #ImpulsandoTuSalud #DIFNaucalpan",-1,No clasificado,
7,Mañanera del Pueblo. #AquiGobiernaLaEsperanza #Naucalpan #CuartaTransformacion,-1,No clasificado,
8,"Dale a tu vida una esperanza. Por un Naucalpan que escucha, cuida y acompaña. #DaleATuVidaUnaEsperanza #HablemosDelSuicidio #SaludMentalImporta #Naucalpan",-1,No clasificado,
9,"Estoy por entrar a una reunión en Palacio Nacional convocada por la Presidenta de México, la Doctora Claudia Sheinbaum, para fortalecer la Estrategia de Construcción de Territorios de Paz. Desde Ciudad #Naucalpan nos sumamos con todo el empeño. #México",3,Obras y proyectos,construccion
10,Mañanera del Pueblo. #AquiGobiernaLaEsperanza #Naucalpan #CuartaTransformacion,-1,No clasificado,
11,"Seguimos dejando #HuellasDeLaTransformación en La Era #CasasViejas. Entregamos, junto con vecinas y vecinos, un espacio recuperado con cancha, iluminación, malla ciclónica y un mural de Canek Leyva para las y los jóvenes. #AquiGobiernaLaEsperanza",0,Servicios,iluminacion
12,"Como parte de la Campaña de Vacunación 2026 en el #EdoMex y de la Jornada de Vacunación Dominical, acompañé a la Secretaria de Salud del Estado de México, Macarena Montoya, en un recorrido por el módulo instalado en el atrio de la Basílica de Los Remedios. #Naucalpan #Salud",-1,No clasificado,
13,"Como parte de la Campaña de Vacunación 2026 en el #EdoMex y de la Jornada de Vacunación Dominical, acompañé a la Secretaria de Salud del Estado de México, Macarena Montoya, en un recorrido por el módulo instalado en el atrio de la Basílica de Los Remedios. #Naucalpan #Salud",-1,No clasificado,
14,"Hoy conocimos a Celeste, quien busca cumplir un sueño muy especial: ser la Reina de la Primavera de su escuela. #Naucalpan",-1,No clasificado,
15,"Este día es de memoria, reconocimiento y reflexión. Recordamos a las mujeres que han luchado por la igualdad, la justicia y el derecho a vivir libres de violencia. #AquiGobiernaLaEsperanza #Naucalpan #8M",-1,No clasificado,
