tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,12.42,0.0115,Alta,Polaridad positiva,Alta,16.96,0.160819,0.050731,0.27285,3
1,Seguridad y Criminalidad,18.13,-0.044,Alta,Polaridad negativa,Alta,37.96,0.269954,0.038392,0.31529,4
2,Medio Ambiente y Servicios de Agua,5.21,-0.0573,Alta,Polaridad negativa,Baja,9.71,0.092073,0.009444,0.098964,3
3,Obra Pública e Inversión,5.49,0.024,Alta,Polaridad positiva,Alta,8.59,0.244236,0.075683,0.312191,1
4,Educación y Cultura,26.71,0.0398,Alta,Polaridad positiva,Alta,20.54,0.292145,0.085179,0.425943,2
6,Gobernanza y Administración Pública,16.24,-0.0224,Alta,Polaridad negativa,Alta,6.24,0.177574,0.038145,0.39984,1
