tema_id,tema,nivel_alerta,direccion,impacto_en_polaridad,confianza,contribucion_pct,num_subtemas,motivo
0,Servicios e Infraestructura Pública,Oportunidad,Polaridad positiva,Alta,Alta,15.23,3,Dirección Polaridad positiva; impacto Alta; contribución 15.23% (3 subtemas).
1,Seguridad y Criminalidad,Alta,Polaridad negativa,Alta,Alta,35.13,4,Dirección Polaridad negativa; impacto Alta; contribución 35.13% (4 subtemas).
2,Medio Ambiente y Servicios de Agua,Alta,Polaridad negativa,Alta,Media,13.46,3,Dirección Polaridad negativa; impacto Alta; contribución 13.46% (3 subtemas).
3,Obra Pública e Inversión,Oportunidad,Polaridad positiva,Alta,Alta,10.09,1,Dirección Polaridad positiva; impacto Alta; contribución 10.09% (1 subtemas).
4,Educación y Cultura,Oportunidad,Polaridad positiva,Alta,Alta,15.73,2,Dirección Polaridad positiva; impacto Alta; contribución 15.73% (2 subtemas).
6,Gobernanza y Administración Pública,Alta,Polaridad negativa,Alta,Alta,10.36,1,Dirección Polaridad negativa; impacto Alta; contribución 10.36% (1 subtemas).
