doc_id,documento,tema_id,tema,palabras_clave
0,"Me reuní con Horacio Duarte Olivares, Secretario General de Gobierno del Estado de México, para fortalecer la coordinación entre el Gobierno Estatal y Ciudad Naucalpan, y seguir impulsando acciones que mejoren la calidad de vida de las y los naucalpenses. #Naucalpan",-1,No clasificado,
1,"Felicito a Erika Huitron Gualito por su cumpleaños. Que este nuevo año de vida esté lleno de fortaleza, salud y bienestar, para que juntas y juntos sigamos avanzando en la transformación y dignificación del pueblo de México. #Naucalpan",4,Morena (+ / neutro),transformacion
2,"Asistí a la Charreada Infantil realizada por el #DIFNaucalpan, donde vivimos una tarde llena de alegría, tradiciónquienes llenaron el Lienzo Charro de talento, identidad y orgullo mexicano. Además, tuve la oportunidad de vivir uno de los cumpleaños más especiales de mi vida",-1,No clasificado,
3,"Asistí a la Charreada Infantil realizada por el #DIFNaucalpan, donde vivimos una tarde llena de alegría, tradiciónquienes llenaron el Lienzo Charro de talento, identidad y orgullo mexicano. Además, tuve la oportunidad de vivir uno de los cumpleaños más especiales de mi vida",-1,No clasificado,
4,"Hoy celebramos la vocación, la entrega y el corazón de quienes transforman vidas a través de la enseñanza. ¡Felicidades, Maestra Delfina Gómez, Gobernadora del Estado de México! Mi felicitación por ser ejemplo de compromiso, humildad y amor por la educación. #Naucalpan",-1,No clasificado,
5,"Realizamos la #MesaDePaz en el pueblo de #SantaCruzAcatlán y como parte de la estrategia de atención a las causas, se llevó a cabo la Mañana Deportiva por la Paz, en la que las y los jóvenes llevaron a cabo partidos de fútbol y flag fútbol. #AquiGobiernaLaEsperanza",-1,No clasificado,
6,"Como parte del compromiso que tenemos por fortalecer la seguridad en Ciudad #Naucalpan, en #IzcalliChamapa transformamos la nueva Base Operativa C2, un espacio que durante años permaneció en el abandono y que hoy vuelve a servir al pueblo. #HuellasDeLaTransformacion",1,Seguridad,seguridad
7,"Entregamos la rehabilitación integral del Camino Viejo a #Zomeyucan, una vialidad clave para miles de familias naucalpenses, Con más de 4 mil 300 m² intervenidos, hoy mejoramos la movilidad y la seguridad en Ciudad #Naucalpan. #AquiGobiernaLaEsperanza",2,Vialidades,"camino, vialidad"
8,"Acompañado del Magistrado Héctor Macedo García, Presidente del Tribunal Superior de Justicia del Estado de México, llevamos a cabo la Clausura y Entrega de Constancias del Curso-Taller del Sistema Acusatorio Penal. #AquiGobiernaLaEsperanza #Naucalpan #GuardiaMunicipal #PJEdomex",-1,No clasificado,
9,"Entregamos 1,400 lentes graduados gratuitos a vecinas y vecinos de #Naucalpan, como parte del programa #ImpulsandoTuSalud, a través del Sistema Municipal DIF. #AquiGobiernaLaEsperanza #Naucalpan #DIFNaucalpan",-1,No clasificado,
10,"Entregamos 1,400 lentes graduados gratuitos a vecinas y vecinos de #Naucalpan, como parte del programa #ImpulsandoTuSalud, a través del Sistema Municipal DIF. #AquiGobiernaLaEsperanza #Naucalpan #DIFnaucalpan",-1,No clasificado,
