doc_id,documento,tema_id,tema,palabras_clave
0,Trabajamos en coordinación con la Jurisdicción Sanitaria del ISEM para reforzar la prevención y proteger la salud de la ciudadanía. Seguiremos trabajando de manera conjunta para fortalecer la vigilancia sanitaria y atender de forma oportuna cualquier situación que represente un riesgo para las y los naucalpenses. #Naucalpan #Salud #Prevencion #ISEM #Edomex #Sarampion,1,Seguridad,vigilancia
1,"El Gobierno de Ciudad #Naucalpan, a través de la Coordinación de Atención y Bienestar Animal, resguardó a un perrito herido y abandonado en San Rafael Chamapa IV Recibe atención médica y será esterilizado para integrarse a adopción responsable #AquiGobiernaLaEsperanza",-1,No clasificado,
2,"Huellas de la Transformación en Rosa de Castilla. Con Huellas de la Transformación renovamos el andador de Las Torres: 60 luminarias nuevas, asfalto, cancha rehabilitada y más de 11 toneladas de residuos retirados. Hoy es un espacio más iluminado, seguro y digno para las familias. En Ciudad Naucalpan no prometemos, cumplimos. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion",0,Servicios,"luminarias, residuos"
3,"Regresamos a Rosa de Castilla para dejar una huella más del programa Huellas de la Transformación, donde rehabilitamos el andador de Las Torres con resultados concretos: instalamos 60 luminarias nuevas, aplicamos 24 toneladas de asfalto caliente y 300 costales de asfalto frío; pintamos guarniciones, marcamos la cancha y rehabilitamos sus cuatro canastas. Además, realizamos podas, clareos, chaponeo, desorille, barrido manual y retiramos más de 11 toneladas de residuos. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion",0,Servicios,"luminarias, residuos"
4,"Huella de la Transformación en Rosa de Castilla El Gobierno de Naucalpan rehabilitó el andador de Las Torres con 60 luminarias nuevas, 24 toneladas de asfalto caliente, 300 costales de asfalto frío, pintura de guarniciones y canchas, además de podas y recolección de más de 11 toneladas de residuos. De un espacio en abandono, a un lugar seguro y digno para la comunidad. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformación #RosaDeCastilla",0,Servicios,"luminarias, recoleccion, residuos"
5,"Tercera Mesa de Coordinación para la Reconstrucción del Periférico Norte, realizada en Cuautitlán Izcalli, junto al Director General de la Junta de Caminos del Estado de México, Joel González Toral, presidentas y presidentes municipales de la región, y representantes de la",3,Obras y proyectos,reconstruccion
6,"Hoy celebramos 57 años del Mercado de la Cabecera Municipal de Naucalpan. El Mercado de San Bartolo es un espacio que representa trabajo, identidad y sustento para cientos de familias naucalpenses. ¡No olviden visitarlo! #AquiGobiernaLaEsperanza #Naucalpan",-1,No clasificado,
7,"Regresamos al Parque La Punta, en la colonia Alfredo del Mazo, para cumplir una deuda con una comunidad que nunca dejó de creer. Con Huellas de la Transformación, recuperamos este espacio con nuevas luminarias, canchas, juegos y trabajos de limpieza, devolviéndolo a niñas,",0,Servicios,"limpieza, luminarias"
8,"Las Huellas de la Transformación llegaron a la Segunda Cerrada de Santa Úrsula, en San Lorenzo Totolinga. #AquiGobiernaLaEsperanza #HuellasDeLaTransformacion #Naucalpan #SeresSintientes #ProteccionAnimal #MundoPatitas",4,Morena (+ / neutro),transformacion
9,"Rueda de Prensa Compartí avances y trabajos que estamos impulsando en Ciudad Naucalpan, con el objetivo de atender temas prioritarios: Es irrefutable la disminución de la incidencia delictiva de alto impacto, con base en las cifras oficiales. Presentamos los avances del Plan de Reingeniería Hídrica. Dimos cuenta de las intervenciones del programa Huellas de la Transformación, orientadas a la recuperación de espacios públicos y al fortalecimiento de la vida comunitaria. Seguimos informando con transparencia, escuchando a la gente y trabajando en territorio por el bienestar de las familias naucalpenses. #AquiGobiernaLaEsperanza #Naucalpan #RuedaDePrensa",4,Morena (+ / neutro),transformacion
