tema_id,subtema,nombre_completo,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion
0,agua,Servicios e Infraestructura Pública - Agua,6.96,-0.036,Alta,Polaridad negativa,Alta,5.24,0.15455,0.037264,0.325714
0,alumbrado,Servicios e Infraestructura Pública - Alumbrado,3.73,0.0563,Alta,Polaridad positiva,Media,5.53,0.163244,0.073899,0.195738
0,basura,Servicios e Infraestructura Pública - Basura,8.47,-0.03,Alta,Polaridad negativa,Alta,13.44,0.396551,0.057659,0.512457
1,delitos_patrimoniales,Seguridad y Criminalidad - Delitos_patrimoniales,2.85,-0.0386,Alta,Polaridad negativa,Alta,7.79,0.229796,0.016649,0.230807
1,prevencion_vigilancia,Seguridad y Criminalidad - Prevencion_vigilancia,5.31,0.057,Alta,Polaridad positiva,Alta,8.51,0.251134,0.084489,0.295476
1,violencia_crimen_organizado,Seguridad y Criminalidad - Violencia_crimen_organizado,4.31,-0.0622,Alta,Polaridad negativa,Alta,8.89,0.262318,0.029004,0.256208
1,violencia_personas,Seguridad y Criminalidad - Violencia_personas,3.4,-0.0425,Alta,Polaridad negativa,Alta,7.82,0.230805,0.032713,0.328579
2,drenaje,Medio Ambiente y Servicios de Agua - Drenaje,1.87,-0.067,Alta,Polaridad negativa,Media,5.56,0.164008,0.007811,0.230153
2,pavimento,Medio Ambiente y Servicios de Agua - Pavimento,1.2,-0.0044,Alta,Polaridad negativa,Media,3.41,0.100695,0.0155,0.085813
2,vialidad,Medio Ambiente y Servicios de Agua - Vialidad,6.0,-0.0356,Alta,Polaridad negativa,Media,3.46,0.102184,0.014614,0.121411
3,obras,Obra Pública e Inversión - Obras,10.49,0.0152,Alta,Polaridad positiva,Alta,10.11,0.29836,0.078846,0.403359
4,cultura,Educación y Cultura - Cultura,3.58,-0.0095,Alta,Polaridad negativa,Alta,3.62,0.106976,0.036473,0.329741
4,educacion,Educación y Cultura - Educacion,6.47,0.0461,Alta,Polaridad positiva,Alta,10.3,0.304127,0.112204,0.437743
6,gobierno,Gobernanza y Administración Pública - Gobierno,11.31,0.0017,Alta,Polaridad positiva,Alta,6.32,0.186669,0.050881,0.381196
