doc_id,documento,tema_id,tema,palabras_clave
0,29 de abril | Día Internacional de la Danza #AquiGobiernaLaEsperanza #Naucalpan #DíaDeLaDanza,-1,No clasificado,
1,"Me dio gusto acompañar el 83° aniversario de la Asociación de Charros General Manuel Ávila Camacho y rendir homenaje a Héctor López Becerril. Además, develamos la placa de “Recinto Incluyente”. #AquiGobiernaLaEsperanza #Naucalpan #Charreria",4,Morena (+ / neutro),lopez
2,"Agradezco profundamente a la Fundación #Teletón y al #CRIT Estado de México, dirigido por Jardiel Quintal, por abrir sus puertas a #CiudadNaucalpan y permitirnos construir juntos una alianza. #AquiGobiernaLaEsperanza",-1,No clasificado,
3,Desde #SanRafaelChamapa realizamos la #MesaDePaz y la jornada de Atención a las Causas con la Caminata por la Paz. #AquiGobiernaLaEsperanza #Naucalpan,-1,No clasificado,
4,"Desde #SanRafaelChamapa realizamos la #MesaDePaz y la Caminata por la Paz, porque la seguridad se construye desde el territorio, junto al pueblo. Entregamos una Base Operativa C2. #AquiGobiernaLaEsperanza",1,Seguridad,seguridad
5,"Junto a la Gobernadora @delfinagomeza del #EdoMex, dimos apertura de la lateral del Periférico Norte, a la altura de Circuito Circunvalación hasta la calle Baden Powell. #AquiGobiernaLaEsperanza #Naucalpan",2,Vialidades,calle
6,"El Gobierno de México, a través de la Secretaría de Bienestar, realizará en Ciudad Naucalpan la entrega de Tarjetas del programa Pensión Mujeres Bienestar. Consulta los detalles en la imagen. #Naucalpan #Bienestar",-1,No clasificado,
7,22 de abril | Día de la Tierra Una fecha para reflexionar sobre el impacto de nuestras decisiones en el planeta y la importancia de promover su cuidado. #AquiGobiernaLaEsperanza #Naucalpan,-1,No clasificado,
8,"El Gobierno de México, a través de la Secretaría de Bienestar, llevará a cabo en Ciudad Naucalpan la entrega de Tarjetas Bienestar para personas adultas mayores y del programa Mujeres Bienestar. Consulta todos los detalles en la imagen. #Naucalpan #Bienestar",-1,No clasificado,
9,"En coordinación con el Gobierno del Estado de México, encabezado por la Gobernadora Delfina Gómez Álvarez, impulsamos Minas San Martín. #AquiGobiernaLaEsperanza #Naucalpan #EdoMex #Obras #MinasSanMartin",3,Obras y proyectos,obras
10,La historia detrás de la demolición de la “Torre de Pisa” en Ciudad #Naucalpan marcó el inicio de una nueva etapa para la seguridad y el bienestar de las familias naucalpenses. #AquiGobiernaLaEsperanza #BenitoJuarez,1,Seguridad,seguridad
11,"Olímpica Radio Segunda Sección. La obra se realizó con acero y concreto, con una longitud de 70 metros y una superficie aproximada de 2,030 metros cuadrados, fortaleciendo la estabilidad del talud en la zona. #AquiGobiernaLaEsperanza #Naucalpan #OlimpicaRadio",2,Vialidades,concreto
12,"En la colonia #OlímpicaRadioSegundaSección supervisamos los grandes avances del muro de contención del talud de la calle Luna, una obra que durante casi 30 años fue una demanda urgente de la comunidad. #AquiGobiernaLaEsperanza #Naucalpan #FAISMUN",2,Vialidades,calle
13,"En el marco del Día Mundial de Concienciación sobre el Autismo, caminamos junto a familias naucalpenses por la inclusión. #AquiGobiernaLaEsperanza #Naucalpan #Autismo #DIFNaucalpan",-1,No clasificado,
14,"En el marco del Día Mundial de Concienciación sobre el Autismo, caminamos junto a familias naucalpenses por la inclusión. #AquiGobiernaLaEsperanza #Naucalpan #Autismo #DIFNaucalpan",-1,No clasificado,
