doc_id,documento,tema_id,tema,palabras_clave
0,"Agradezco a la Presidenta Municipal de Zumpango, Roselia García , por la invitación a la entrega de la rehabilitación de la Carretera Zumpango–Reyes. #Naucalpan #Zumpango",2,Vialidades,carretera
1,"5 de mayo | Aniversario de la Batalla de Puebla Hoy recordamos con orgullo el 5 de mayo de 1862, cuando México defendió su soberanía con valentía. #AquiGobiernaLaEsperanza #Naucalpan #5DeMayo",-1,No clasificado,
2,"Conoce a Esther Rojas Trinidad, orgullo naucalpense; tejedora en telar de cintura que preserva nuestras tradiciones con talento y dedicación. Da clic en el video y descubre su historia. #AquiGobiernaLaEsperanza #Naucalpan #Artesana #OrgulloLocal",-1,No clasificado,
3,"En Santa Lilia entregamos una nueva Huella de la Transformación: 37 luminarias, bacheo, poda, balizamiento y más de 8 toneladas de residuos retirados. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion #SantaLilia",0,Servicios,"luminarias, residuos"
4,"En el Día de la Danza, “Danza por la Paz” llenó de vida Industrial Tlatilco. Desde la Mesa de Paz seguimos atendiendo las causas y fortaleciendo comunidad con arte y cultura. #AquiGobiernaLaEsperanza #Naucalpan #MesaDePaz #AtencionALasCausas",-1,No clasificado,
5,"Hoy recuperamos un símbolo de nuestra historia: la Oda de Hierro. La elevamos, iluminamos y devolvimos su lugar como homenaje a la fuerza y dignidad de las y los trabajadores. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion #OdaDeHierro",-1,No clasificado,
6,Hoy conmemoramos el Día del Trabajo junto al SUTEYM en la explanada municipal. Reafirmo: gobernar es asumir una responsabilidad histórica con las y los trabajadores. #AquiGobiernaLaEsperanza #Naucalpan #DiaDelTrabajo #SUTEYM,-1,No clasificado,
7,"Entregamos la Huella de la Transformación número 71, en #Santa Lilia. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion",4,Morena (+ / neutro),transformacion
8,Regresé a la Primaria y Jardín de Niñas y Niños #EmilianoZapata para anunciar una obra integral que protegerá a cerca de 700 alumnas y alumnos. #AquiGobiernaLaEsperanza #Naucalpan,3,Obras y proyectos,obra
9,Regresé a la Primaria y Jardín de Niñas y Niños #EmilianoZapata para anunciar una obra integral que protegerá a cerca de 700 alumnas y alumnos. #AquiGobiernaLaEsperanza #Naucalpan,3,Obras y proyectos,obra
10,29 de abril | Día Internacional de la Danza #AquiGobiernaLaEsperanza #Naucalpan #DíaDeLaDanza,-1,No clasificado,
11,"En San Francisco Chimalpa, vivimos una jornada llena de alegría, color y unidad, celebrando a lo más importante que tenemos: nuestras niñas y niños. #AquiGobiernaLaEsperanza #Naucalpan #SonrisasQueDejanHuella #DIFNaucalpan",-1,No clasificado,
12,"Hoy, en #SanFranciscoChimalpa, vivimos una jornada llena de alegría, color y unidad, celebrando a lo más importante que tenemos: nuestras niñas y niños. Más de mil vecinas y vecinos se dieron cita para disfrutar de un festival organizado a través del #DIFNaucalpan.",-1,No clasificado,
