tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,20.92,0.0248,Alta,Polaridad positiva,Alta,19.72,0.189764,0.068984,0.321034,3
1,Seguridad y Criminalidad,20.52,-0.0303,Alta,Polaridad negativa,Alta,36.79,0.265476,0.037842,0.283336,4
2,Medio Ambiente y Servicios de Agua,8.84,-0.0566,Alta,Polaridad negativa,Baja,10.59,0.101846,0.007785,0.133393,3
3,Obra Pública e Inversión,7.92,0.0188,Alta,Polaridad positiva,Alta,9.05,0.26112,0.06682,0.312072,1
4,Educación y Cultura,11.16,0.0026,Alta,Polaridad positiva,Alta,14.26,0.205747,0.054664,0.441002,2
6,Gobernanza y Administración Pública,12.76,-0.0232,Alta,Polaridad negativa,Alta,9.59,0.276914,0.034349,0.478582,1
