tema_id,tema,participacion_pct,intensidad_media,impacto_en_polaridad,direccion,confianza,contribucion_pct,coef_ridge,coef_logit,correlacion,num_subtemas
0,Servicios e Infraestructura Pública,14.75,0.0176,Alta,Polaridad positiva,Alta,14.5,0.135161,0.059046,0.277251,3
1,Seguridad y Criminalidad,29.27,-0.0329,Alta,Polaridad negativa,Alta,37.74,0.268316,0.053487,0.308185,4
2,Medio Ambiente y Servicios de Agua,6.46,-0.0532,Alta,Polaridad negativa,Media,10.39,0.098527,0.012346,0.094276,3
3,Obra Pública e Inversión,6.2,0.0232,Alta,Polaridad positiva,Alta,10.82,0.307843,0.069429,0.413061,1
4,Educación y Cultura,9.91,0.0175,Alta,Polaridad positiva,Alta,15.29,0.217402,0.064101,0.437382,2
6,Gobernanza y Administración Pública,13.36,-0.0004,Alta,Polaridad positiva,Alta,11.26,0.320237,0.054195,0.493366,1
